#Table1
ra,z
9.5884425,0.0418045
40.05877,0.04188455
43.242409,0.04194254
29.354643,0.04196292
9.7102856,0.04197107
33.501103,0.04199954
9.0008324,0.0420214
8.68128689999998,0.04202764
186.14691,0.04204269
14.09609,0.04208511
18.477782,0.04209553
9.613888,0.04211192
6.3889351,0.0421124
343.40142,0.04211615
20.235225,0.04213586
32.382869,0.04222196
30.013793,0.04232636
351.30515,0.04232682
20.065636,0.0423349
239.11211,0.04233624
344.77665,0.04236387
10.042395,0.04236985
43.148902,0.04238138
18.856191,0.0423866
223.3961,0.04239281
325.49365,0.04241008
41.43616,0.0424447
6.4071007,0.04244858
45.523738,0.04246574
41.866764,0.04246912
54.738825,0.04247117
222.86909,0.04249018
332.85589,0.04249841
41.423397,0.04250475
6.9939233,0.04252462
343.23936,0.04255866
20.006762,0.04257761
54.548267,0.04260253
222.8661,0.04260311
46.780115,0.04260989
351.2943,0.04262236
222.71914,0.04266683
14.832223,0.04270528
30.515226,0.04280064
150.20822,0.04281429
5.5827605,0.04281862
26.114034,0.04282467
7.5851244,0.04283011
331.71671,0.04283174
222.74879,0.04286352
30.962326,0.04287756
45.359388,0.04288792
14.833149,0.04290235
43.350979,0.04295864
26.115483,0.04296508
43.16151,0.04300365
7.150613,0.04300867
30.765561,0.0430114
15.745515,0.04301508
44.927854,0.04302033
348.13911,0.04302491
4.2075172,0.04303231
46.661707,0.04303775
222.72742,0.0430463
26.176713,0.04308283
56.806297,0.04309493
223.42668,0.04309791
56.6835,0.04310231
43.899615,0.04312896
14.283507,0.04314478
30.401151,0.04322924
239.96961,0.04323304
14.081684,0.04327934
243.23562,0.04328061
14.103494,0.04328242
20.233625,0.04328927
239.9457,0.04336075
15.616376,0.04338551
222.75374,0.04339977
13.936508,0.04340001
13.817251,0.04340386
20.705013,0.04347051
222.80149,0.04349496
44.413395,0.0435162
44.09555,0.04352291
5.048975,0.0435363
18.918235,0.04354221
14.045655,0.0435801
170.00483,0.04358234
43.406927,0.04358805
18.785725,0.04360496
13.963825,0.04363251
18.79533,0.04364338
17.991543,0.04365352
188.09272,0.04366594
14.066841,0.04366686
18.906631,0.04367427
41.913312,0.0436917
14.109615,0.04371742
30.094046,0.04372708
18.756928,0.04372719
248.79461,0.04373816
19.084834,0.04375002
14.957251,0.04376411
20.759375,0.04378258
18.076278,0.0438092
223.40383,0.04384198
222.62919,0.04385466
14.298962,0.0438787
248.57201,0.04389976
14.374242,0.0439017
46.984635,0.04392364
223.45444,0.04392734
248.57874,0.04392764
44.096876,0.04394419
18.25808,0.0439464
243.41537,0.04395232
223.42968,0.04395945
26.122198,0.04396089
5.0480348,0.0439969
13.907228,0.04401234
248.06417,0.04401696
20.638703,0.04407081
5.214284,0.04407803
6.70695,0.04410795
18.913343,0.0441857
188.09265,0.04419503
42.041882,0.04419616
18.013852,0.04419798
231.89578,0.04421814
26.04743,0.04423555
18.697971,0.04427035
18.90504,0.04427626
14.25744,0.0442892
5.3386812,0.0443294
223.19981,0.04434668
12.47585,0.04435641
12.768132,0.04436072
8.14947,0.04439044
8.3862563,0.04439671
5.2041861,0.04441256
17.935582,0.04443871
222.75878,0.04445644
9.60924,0.04447098
40.789988,0.04447371
20.706296,0.04453646
12.510329,0.0445525
231.86299,0.04460059
358.09019,0.04460385
19.023316,0.04460855
6.7043845,0.04461263
18.681498,0.0446393
14.041215,0.04464318
55.870515,0.04465846
40.977383,0.04466526
14.351046,0.0446925
150.69248,0.04475605
13.99264,0.0447652
6.6997911,0.04476918
223.40848,0.04477814
3.81278,0.04480046
14.30289,0.04480267
29.200446,0.04481218
27.531502,0.04481818
14.216213,0.04481857
18.097951,0.04484214
9.2983623,0.04487363
169.32915,0.04487642
9.61114529999998,0.04489911
18.72759,0.04490337
332.62611,0.04491102
3.3227241,0.04491672
18.663033,0.04493102
19.867652,0.04493305
6.580736,0.04493672
18.134983,0.04496664
17.238619,0.04506502
19.017191,0.04506753
18.825263,0.04510423
14.092319,0.045112
29.252399,0.0451732
13.038112,0.04517499
8.6925595,0.04517834
17.24579,0.04518136
223.42862,0.04518166
333.85866,0.04518733
6.6048115,0.04521338
17.974263,0.04521969
150.28978,0.04526348
344.92752,0.04537608
29.220718,0.04538129
40.18978,0.0454167
19.00704,0.04543135
7.6389083,0.04547638
17.552468,0.04550443
14.071402,0.04550945
333.87293,0.04551534
344.91418,0.04551757
332.62008,0.04554295
40.198724,0.04557941
18.883859,0.04559228
19.049684,0.04559423
19.264929,0.0456346
332.62118,0.04563494
146.59449,0.0456523
148.18303,0.04565335
19.017528,0.04567591
5.1073901,0.04570991
18.756721,0.04577038
149.11249,0.04578607
10.350981,0.04588473
332.61806,0.04592645
18.408315,0.04592894
17.414089,0.04592949
332.3567,0.04595571
318.46896,0.0459558
191.25748,0.04596191
174.70053,0.04602138
19.056638,0.04603423
148.18211,0.04604507
5.1153176,0.0460498
6.9094882,0.04605052
210.88415,0.04605669
29.22642,0.04606723
154.79134,0.04607654
6.9899714,0.04608788
5.1123924,0.04609036
236.81042,0.04609774
331.64618,0.04613508
20.67864,0.04615013
14.157,0.04616139
19.013769,0.04616641
19.885286,0.04617463
199.65313,0.04622828
149.77966,0.04624894
150.79311,0.04626758
14.158527,0.04627445
151.72383,0.04628231
