#Table1
ra,z
354.57333,0.04633087
153.52434,0.0463312
17.42101,0.04637454
353.82517,0.04638443
28.937914,0.04640143
206.77119,0.04641291
318.40491,0.04643361
18.907172,0.04644028
318.5864,0.0464956
151.82309,0.04651895
161.562,0.04655844
17.049411,0.04656229
331.64572,0.04656953
247.74952,0.04658328
17.050269,0.04663941
18.623801,0.04668633
318.15057,0.04670221
247.96679,0.04672737
211.19706,0.04673614
17.108221,0.0467557
18.886245,0.0467606
19.053265,0.04677115
202.67018,0.04677701
177.79223,0.04685421
17.096851,0.04688035
20.892673,0.04688492
199.99599,0.04692628
317.8714,0.04693846
19.211469,0.04698081
343.94406,0.04700562
54.508711,0.04708441
54.390335,0.0470947
343.94384,0.04711959
47.162456,0.04713426
154.86427,0.04713511
19.147643,0.04718757
31.544927,0.0472361
31.590206,0.04729782
177.84434,0.04731261
317.15295,0.04731738
177.88109,0.04735294
18.791028,0.04735327
179.79046,0.04736132
190.52473,0.04741164
213.69781,0.04741336
16.792464,0.04743296
213.69646,0.0475081
19.235611,0.04753248
47.204275,0.04753482
31.543327,0.04754644
148.54937,0.0475889
314.21023,0.04761364
206.41116,0.04763122
177.87896,0.04765574
54.602279,0.04765943
316.97529,0.04766151
16.834813,0.04766962
211.03082,0.04771312
193.71814,0.04774582
17.019791,0.04777757
53.566812,0.04778551
314.21215,0.04787602
19.504411,0.04791803
39.511765,0.04793662
193.95043,0.04795738
210.90651,0.04798348
18.7388,0.04799004
16.599711,0.04799442
314.19757,0.04799834
53.054501,0.04805226
39.295407,0.04805684
54.388635,0.04807713
147.32951,0.04808582
16.258262,0.04808712
199.5719,0.04809076
199.6451,0.04811962
190.70676,0.04814555
190.85677,0.04815118
241.34521,0.04817119
309.65329,0.04820245
202.20472,0.04820528
324.1008,0.048207
191.23496,0.04820849
6.35477,0.0482133
191.23909,0.04823718
167.5856,0.04825342
16.610501,0.04826833
137.68778,0.04828622
241.40832,0.04829329
226.45043,0.0483064
170.89598,0.04832833
21.689161,0.04837209
202.04846,0.04837273
39.366608,0.04841321
154.52778,0.04846503
190.65656,0.04851788
21.668461,0.04854841
54.223945,0.04857228
53.024693,0.04858082
166.64821,0.04872381
167.5818,0.04873518
2.494616,0.04873646
199.55595,0.04877477
314.23218,0.04886186
168.18867,0.04897331
16.234257,0.04898554
191.2605,0.04898871
34.746344,0.04908139
168.15944,0.04910642
242.09375,0.04920978
38.843939,0.04923911
337.85959,0.04927118
248.02157,0.04932613
154.50652,0.04940629
338.91926,0.04943999
322.19925,0.0495147
172.02468,0.04953266
214.42138,0.04956877
18.751155,0.04969452
322.17093,0.04969997
191.16848,0.04972621
172.08748,0.04973553
327.42032,0.04977231
190.8438,0.04977833
327.65054,0.04983279
315.65741,0.04989063
159.79762,0.04991302
322.83834,0.04998819
5.1590452,0.04999902
323.174,0.05002683
322.17444,0.0500671
16.228561,0.05007257
172.12321,0.05009704
162.5414,0.0501174
38.525707,0.05014354
38.544024,0.05021771
16.428158,0.05022571
163.09103,0.05022789
322.9213,0.05023314
241.21989,0.05026632
322.34048,0.05026656
322.09263,0.05028445
322.09195,0.05035896
316.59795,0.05039545
319.55722,0.05039994
227.82674,0.05041043
178.54285,0.05048218
184.6113,0.05048371
318.48627,0.05049525
340.6716,0.050522
322.8491,0.05054401
319.79486,0.05054557
241.22948,0.05054932
16.100749,0.05055057
341.51265,0.05058339
318.37117,0.05059185
316.55855,0.05059287
227.50167,0.05061704
321.75092,0.05066181
323.48517,0.05066422
239.83071,0.05067524
318.56012,0.05073207
320.42697,0.05073466
315.3234,0.05074339
325.13765,0.05079111
315.26473,0.05079531
55.374489,0.05080324
130.60862,0.05084023
50.965565,0.05085466
10.869667,0.05086202
316.65442,0.05088292
325.61691,0.05088357
348.74382,0.05088465
317.25931,0.05089443
241.12401,0.05089894
323.32953,0.05095532
348.75824,0.05097597
316.28323,0.05099347
130.85347,0.05100233
340.58812,0.05100773
314.81729,0.05100948
229.97743,0.05104167
239.00232,0.05107203
17.2464,0.05112814
50.91688,0.05113818
314.86475,0.05116991
36.608308,0.05117319
314.91078,0.05117625
143.41865,0.05119454
231.38416,0.05120587
348.75664,0.05121939
131.60197,0.05122168
16.016648,0.05122175
131.02733,0.0512229
17.5902,0.05128219
241.10872,0.05128392
241.22124,0.0513102
314.91643,0.05131573
315.16074,0.05132144
322.05637,0.05136842
231.41542,0.05143932
50.922316,0.05148033
219.90574,0.05148544
51.824335,0.0514909
326.32822,0.05149252
214.30598,0.0514957
50.9114,0.05149584
200.89474,0.05150639
341.09548,0.05152341
326.15884,0.05153516
315.55557,0.05154617
51.824708,0.05159295
322.04868,0.05161818
16.142359,0.05163781
324.85004,0.05164652
315.6106,0.05175861
314.70464,0.05178235
229.15777,0.05178288
327.17676,0.05182995
51.888111,0.05184123
321.75317,0.05184689
130.61362,0.05189087
326.28052,0.05189463
32.089198,0.05191915
332.9223,0.0519414
241.22252,0.05196951
322.00974,0.05197101
23.547045,0.05197607
332.86733,0.0520029
322.09232,0.05204681
314.86849,0.05206313
42.981824,0.05207005
341.47739,0.05210655
315.0462,0.05210856
233.06679,0.0521245
341.31488,0.05217934
131.58167,0.0521849
135.30332,0.05223051
322.38947,0.05223452
335.3709,0.05223639
215.13193,0.05225205
131.41201,0.05225229
322.39158,0.05225878
333.05673,0.05229895
43.09996,0.05230947
321.94603,0.05231712
332.8643,0.05234917
316.75964,0.05236926
332.85114,0.05237566
313.8269,0.05237609
322.36459,0.05238194
314.05844,0.0523832
241.08047,0.05240634
50.92722,0.05240984
313.82726,0.05242337
214.70861,0.05242683
324.77274,0.05249102
313.75873,0.05249365
42.869915,0.05250293
214.13502,0.0525437
135.19089,0.05259153
18.616281,0.05259526
215.06157,0.05259816
49.698289,0.05263269
214.32786,0.05264126
330.42792,0.05266837
313.75783,0.05270169
40.018066,0.05270482
134.94534,0.05271267
332.6951,0.05271882
214.28214,0.05273196
50.93465,0.05273883
50.886798,0.05275362
51.03292,0.05276208
336.34324,0.05278882
313.77344,0.05279405
228.92705,0.05283725
225.83245,0.05284212
328.15506,0.05284471
214.40239,0.05285992
134.96461,0.05287002
132.85366,0.05287517
214.32982,0.05287728
50.871034,0.0528954
313.92545,0.0529073
135.21857,0.05291213
315.58734,0.0529523
4.2911865,0.05298045
313.41522,0.0530434
217.06864,0.05304608
229.35775,0.05305076
212.97423,0.05305798
238.71444,0.05308857
43.101987,0.05309589
228.02057,0.05309742
198.41579,0.05310849
212.1924,0.05313177
134.52488,0.05314994
42.84883,0.05316386
309.70351,0.0531791
226.30934,0.05326328
213.89973,0.05326514
135.68856,0.05330274
226.2978,0.05337188
214.34242,0.05338602
39.047286,0.05338709
155.16412,0.0533902
12.457278,0.05339683
230.90391,0.05343645
344.004,0.05346461
135.4816,0.05348794
212.32854,0.0535004
240.75025,0.05350629
243.39175,0.05351123
42.690918,0.05351839
238.42897,0.05351913
51.319234,0.05352776
51.314237,0.05355912
215.56744,0.05356609
125.98764,0.05358974
51.620865,0.0536745
240.72139,0.05367472
339.24548,0.05370352
38.228976,0.0537175
135.02106,0.05377746
38.2958,0.05378239
240.66545,0.05378464
58.448554,0.05380351
212.97278,0.05380791
138.30621,0.05388219
213.06321,0.05391951
341.89129,0.05397145
11.906989,0.05397571
246.60554,0.05398665
38.231885,0.05401313
155.29591,0.0540349
213.15512,0.05404774
38.249267,0.05406119
346.20566,0.05408447
215.54901,0.05408675
212.3728,0.05409697
38.412263,0.05411525
50.918947,0.05413243
38.357702,0.05414388
11.620181,0.05415576
313.00695,0.0541605
52.023004,0.05416674
210.01252,0.05417298
213.11744,0.05417537
50.968368,0.05419776
13.495505,0.05420609
312.1447,0.05423212
50.869052,0.05423426
236.46525,0.05424383
316.27121,0.05424402
51.682127,0.05429095
316.19226,0.0542911
52.71619,0.05430329
38.361169,0.05430636
313.96831,0.05431155
215.68156,0.05432184
164.2225,0.05432412
315.79899,0.0543346
51.986956,0.05434101
164.21924,0.05435011
13.026243,0.05435124
38.232532,0.05436461
227.52549,0.05436617
237.96291,0.05436828
212.44166,0.0543915
12.940532,0.05440263
315.8381,0.05440762
215.52195,0.0544171
237.94513,0.05442572
142.61189,0.05443797
212.87795,0.05443996
138.22591,0.05446123
142.60992,0.05446416
346.51682,0.05449367
312.24351,0.05449904
50.920703,0.05452439
346.1528,0.05454865
202.17361,0.05456623
216.28689,0.05457717
213.26064,0.05461172
140.73143,0.05463232
212.46548,0.05463255
226.18803,0.05463576
316.28434,0.0546492
217.43418,0.05465845
216.37005,0.05468448
12.858269,0.05468795
323.73683,0.05474821
121.77993,0.05475675
50.992895,0.05477359
138.12369,0.05478372
50.930846,0.05480732
240.85326,0.05482508
11.833433,0.05487553
2.4898899,0.05487902
218.20394,0.05489514
237.70735,0.05492734
215.02454,0.05493557
212.96506,0.05495728
138.47469,0.05497966
20.518504,0.05498938
238.02027,0.05500096
35.537365,0.05500656
35.144642,0.05503395
337.79698,0.05505434
215.80784,0.05506184
168.15375,0.05509237
325.49371,0.0551124
129.26822,0.05511563
27.072926,0.05512338
19.013163,0.05514936
13.718004,0.05519286
340.76926,0.05521863
216.65211,0.05522951
340.76505,0.05528177
217.59156,0.05528586
13.152498,0.05534342
139.64824,0.05536574
13.017556,0.05538274
25.562498,0.05546589
3.6100162,0.05552748
331.37207,0.0556224
7.3122683,0.05565548
340.81334,0.05570147
337.27368,0.05571747
24.619728,0.05574138
13.446051,0.05583869
26.202399,0.05586427
331.76923,0.05589547
350.04022,0.05592497
146.75722,0.05592503
337.26538,0.05596493
218.99785,0.05597249
350.52146,0.05599957
218.3639,0.05602949
8.632609,0.05604209
21.225325,0.05605697
156.78767,0.05606531
21.170968,0.0560877
21.155849,0.05611123
39.333016,0.05612586
39.304317,0.05619903
217.58209,0.05626929
346.29283,0.05627723
202.50665,0.05631126
24.688895,0.05631762
218.70968,0.05632764
24.242616,0.05634325
7.2975557,0.05636996
40.50287,0.05638392
346.04858,0.0563853
119.56579,0.05640503
331.76859,0.0564062
333.27534,0.05640953
22.666732,0.05641844
7.3222725,0.05641988
240.82576,0.05642917
5.9794868,0.05644348
178.5614,0.05646652
337.05494,0.0564757
221.89591,0.05648409
353.47024,0.05655074
336.71609,0.05657043
24.882389,0.05662025
27.094351,0.05662789
350.53399,0.05663445
146.72901,0.05665967
11.713096,0.05667169
333.1279,0.0566801
333.71265,0.05669816
8.5067699,0.05670248
24.88266,0.05674528
333.01224,0.05677167
219.00383,0.05677889
350.53332,0.05678048
332.99806,0.0567941
218.91956,0.05680836
40.060111,0.05681041
337.07474,0.05681563
337.29064,0.05684426
241.64662,0.0568607
324.24455,0.05686793
24.874626,0.0568723
337.77771,0.05687682
27.516788,0.05690093
332.7579,0.05690167
324.19589,0.05690547
348.24117,0.05692171
179.63444,0.05694351
350.53279,0.0569472
7.3251109,0.05696461
332.67805,0.05702046
43.650919,0.05702413
155.39165,0.05703671
353.39215,0.0570705
230.33947,0.05708955
43.747478,0.05709312
230.09089,0.05709462
11.534285,0.05711107
341.06678,0.05712865
40.525144,0.05713393
333.20131,0.0571498
337.38875,0.05717811
332.94774,0.05721604
337.28763,0.05727928
339.60696,0.05729334
313.13962,0.05731649
310.26697,0.0573191
24.664778,0.05733725
312.97211,0.05734501
339.1987,0.0573611
2.340787,0.05737007
313.11847,0.05738585
241.54514,0.05739496
314.18762,0.05739523
324.31577,0.0574158
11.517206,0.05742269
319.38958,0.05747196
339.61176,0.05748035
315.05969,0.05750874
314.93634,0.0575138
322.72581,0.05752423
241.42448,0.05755688
139.48489,0.05756534
2.1175873,0.05757554
333.79132,0.05758209
337.29133,0.05763945
2.3398486,0.05766563
313.94802,0.05767712
334.38513,0.0576826
353.76421,0.05768409
337.21957,0.05769177
334.73635,0.05769371
243.80471,0.05772409
337.28094,0.05781103
241.16393,0.05781376
340.4252,0.05786118
337.43214,0.05790709
352.6361,0.05792902
241.53426,0.05792973
241.52505,0.05793022
337.26583,0.0579533
322.6062,0.05795492
342.27552,0.05795856
353.67492,0.05796046
336.36656,0.05797664
340.04297,0.05798716
340.90518,0.05800372
340.26965,0.05800461
242.22623,0.05801063
243.03871,0.0580112
7.3423638,0.05801284
248.12536,0.05802495
24.665684,0.05804354
311.36317,0.05804773
243.84045,0.05804821
310.8038,0.0580551
7.2448659,0.05808187
25.187925,0.05811504
10.065162,0.0581557
336.39452,0.05815666
322.73713,0.05815896
242.9752,0.05820816
7.2817886,0.05825399
243.54225,0.05827271
241.33741,0.05828073
176.39832,0.05828413
340.26638,0.05828449
353.26756,0.05829546
241.58499,0.05830609
247.86385,0.05830718
43.767479,0.05831154
241.06472,0.05832123
340.80566,0.05832529
245.79732,0.05832751
248.03383,0.05833568
333.01303,0.05834091
230.74525,0.05835623
20.582829,0.05837958
152.529,0.05838413
169.72415,0.05839508
241.57819,0.05840072
158.97334,0.05840081
152.67499,0.05841528
7.1367859,0.05841664
311.35272,0.05844509
337.34701,0.05847748
311.07376,0.05848392
337.17338,0.05849658
336.40845,0.05851669
337.23527,0.05852771
340.6398,0.05855611
243.636,0.05857496
242.27922,0.05860724
337.00949,0.05862874
25.541992,0.05871971
7.3875666,0.05872712
23.502396,0.05873463
337.0725,0.05873826
7.1661592,0.05874624
243.08219,0.0587567
34.913063,0.0587647
339.64376,0.05877091
337.55159,0.05878056
25.713463,0.05878797
233.45818,0.05880281
337.18729,0.05880437
6.95197919999998,0.0588461
27.907899,0.05884862
136.50004,0.05885007
23.316122,0.05889673
25.838529,0.05903243
339.6694,0.05904167
25.217244,0.05906287
241.05708,0.05909625
7.383972,0.05910359
242.01917,0.05912129
340.1197,0.05912796
338.72242,0.05913806
337.23907,0.05913969
337.20233,0.05914213
29.948901,0.05915462
25.849154,0.05915637
25.566663,0.05915861
241.00572,0.0591639
7.4577418,0.05916549
240.88846,0.05916567
25.543818,0.05917986
247.84973,0.05920999
178.01373,0.05922526
339.67023,0.0592273
25.99545,0.05923813
29.919624,0.05928608
22.150613,0.05929788
211.00856,0.0593011
24.927293,0.05931928
3.129992,0.05932056
241.06911,0.05932232
340.12289,0.0593455
25.505929,0.05935627
337.49017,0.05938989
24.875655,0.05940076
25.510573,0.05940225
232.71343,0.05947204
37.17403,0.05948669
232.54428,0.05950836
354.9952,0.0595223
339.48939,0.059589
37.875876,0.05964775
177.96798,0.05965627
353.60482,0.05965853
337.71921,0.05966124
339.70059,0.05966346
318.57303,0.05969796
37.921634,0.05974426
354.74502,0.05975379
233.01926,0.05977607
7.1869852,0.05978288
27.563194,0.05979197
353.70879,0.05980955
7.2375067,0.05981132
30.798245,0.05983579
178.02229,0.0598748
150.83604,0.05990462
154.00259,0.05991426
354.97901,0.05994654
29.026527,0.05995914
177.93723,0.05996123
214.86618,0.06002207
324.55037,0.06009189
7.5435401,0.06013658
3.861036,0.06014751
154.09754,0.06016717
318.60772,0.06017151
354.98998,0.06018386
354.7894,0.0602038
7.781919,0.06023749
241.04774,0.06025022
177.97938,0.06031197
3.4443491,0.0603177
317.63684,0.06032993
7.3706341,0.06036885
339.65593,0.06039165
240.97701,0.06039683
7.4501691,0.06039979
3.641943,0.06040697
318.48682,0.06040753
241.01691,0.06042299
3.6459861,0.0604712
177.90116,0.06048097
7.335829,0.06049936
4.631927,0.06052996
7.5912838,0.06055619
241.16535,0.06058409
4.574676,0.06060791
355.08264,0.06061372
324.6452,0.06062322
6.9958549,0.06063198
241.31527,0.06065342
50.682475,0.06078247
318.49614,0.06079343
203.94963,0.06082158
325.00826,0.06087042
176.77161,0.0609411
241.44466,0.06094548
21.123494,0.06099664
154.38835,0.06103761
33.834681,0.06104095
16.796204,0.06106311
154.53555,0.0610805
335.17162,0.06111842
318.47724,0.06115263
7.4595389,0.06118694
7.27469,0.06119539
324.94332,0.06119941
325.01732,0.06125993
324.63875,0.06127504
17.871164,0.06128955
7.2426229,0.06129891
326.89966,0.06131809
0.15343399,0.06132794
166.82085,0.06133214
17.114436,0.06136394
21.155472,0.06137918
38.177193,0.06137991
171.93922,0.06140536
324.96962,0.06140657
17.113342,0.06144901
320.04465,0.06148997
160.78163,0.0615075
241.32005,0.06151878
171.95572,0.06152888
327.08019,0.06155621
17.869619,0.06157819
241.15651,0.06162005
330.48285,0.06168814
5.9109969,0.06170199
314.81464,0.06174224
241.32955,0.06175597
336.26222,0.06175941
144.26671,0.06178251
233.03768,0.06179349
330.51981,0.06181282
154.48762,0.06184145
338.80219,0.06191427
6.811577,0.06194949
144.30631,0.06201077
241.28269,0.06202274
150.19126,0.06203967
14.292334,0.06205453
143.90917,0.06209585
154.62833,0.06209708
7.222105,0.06209774
327.29333,0.06210901
359.95218,0.06210985
326.23532,0.06210987
37.034108,0.06214977
1.73015279999998,0.06217888
237.43272,0.06217923
45.074931,0.06218923
31.087389,0.06219054
3.9380927,0.06221194
320.61838,0.06221533
320.47013,0.06225529
0.49652,0.06226239
320.22839,0.06228101
146.34706,0.06228172
321.1505,0.06230766
320.12668,0.06232665
123.05811,0.0623307
58.737377,0.06234159
325.05471,0.06235184
144.90089,0.06238354
328.40695,0.06239308
0.94593326,0.06239874
146.43376,0.06240187
330.50356,0.06243301
316.84618,0.06243459
320.62018,0.06244048
150.09942,0.06249987
145.02272,0.06251025
146.46892,0.06251308
325.04303,0.06251726
155.71163,0.06253219
1.2306581,0.06253274
155.68866,0.06255899
152.46302,0.06256203
145.74475,0.06259136
338.07171,0.06259189
152.36455,0.06260736
5.1457245,0.06262684
181.03552,0.0626367
356.50944,0.06268595
155.75117,0.06272236
13.887607,0.06272876
7.3847198,0.06273969
1.727203,0.06278156
321.15838,0.06282139
330.53,0.06282613
1.70098350000001,0.06285202
14.850435,0.06285435
6.2636246,0.06289299
337.74211,0.06290114
154.25641,0.06291179
242.84436,0.06295025
340.04061,0.06295546
146.19333,0.06296081
39.221203,0.06297249
321.12925,0.06299069
227.56458,0.06302696
145.99396,0.0630479
331.61514,0.06304888
56.502676,0.06305272
31.811062,0.06305753
3.7744572,0.06306902
321.06116,0.06307652
3.3707409,0.06308865
5.9061894,0.06308926
330.50676,0.06312586
154.75087,0.06314032
3.8181069,0.06315067
145.62226,0.06315506
38.879189,0.06318095
154.41219,0.06320269
146.16563,0.0632066
3.3909759,0.06322359
3.3191167,0.06323371
321.38727,0.06332784
3.6064842,0.06333515
7.23034999999999,0.06335482
6.2762113,0.0633792
170.09166,0.06339619
161.51414,0.06341362
15.266488,0.06342439
336.94797,0.06343046
5.474455,0.06343538
336.64471,0.0634402
153.74107,0.06345028
200.87836,0.06348383
5.9002901,0.06349336
5.3514802,0.06350368
3.6445888,0.06353395
41.790474,0.06356599
154.55743,0.06357358
154.45268,0.06358586
6.238771,0.06358662
170.70682,0.06359849
5.9152432,0.06360156
325.11929,0.06364919
243.07638,0.06366909
170.60336,0.06371803
15.286559,0.06372553
197.87486,0.0637345
4.9376101,0.06373451
5.3176131,0.06374751
15.391552,0.0637484
11.936452,0.06376937
5.3068395,0.06377528
242.92809,0.0637805
5.9879917,0.06379566
4.8694792,0.06379677
222.94802,0.06380439
5.0500679,0.06381257
149.06268,0.06383968
154.60093,0.06384594
3.2262368,0.06388697
3.1338259,0.06390221
5.9161851,0.06390681
15.176909,0.06390884
154.03342,0.06391556
330.50983,0.06391994
197.82936,0.06395097
197.66413,0.06395952
154.54901,0.06397337
154.46692,0.06398848
222.89801,0.06399041
159.6316,0.06400023
217.52769,0.06402559
15.536882,0.06402723
5.154377,0.06404448
4.2333228,0.06404857
4.932763,0.06407743
159.63118,0.06410366
3.640182,0.06410488
4.6171197,0.06412161
36.960472,0.06415401
214.84323,0.06416133
15.421605,0.064213
3.5570422,0.0642336
3.55826589999998,0.0642381
4.5627098,0.06423827
15.262228,0.06423867
5.1372664,0.06425087
6.0846548,0.06427799
3.489718,0.06428204
330.5361,0.0642895
194.73626,0.06429377
5.9655975,0.06429493
354.05332,0.06432551
4.0736197,0.06436908
3.6405361,0.06437486
154.37613,0.06437947
3.7218599,0.06440213
3.790982,0.06444015
330.42401,0.06444341
31.08791,0.06444611
15.274521,0.06448671
154.44687,0.06452124
3.946413,0.06453241
179.11863,0.06454202
336.60453,0.06457656
37.583517,0.06457954
3.676835,0.0646005
5.9236957,0.06463987
148.07759,0.06468253
179.00161,0.06476804
3.3266826,0.06486694
4.9999361,0.06486876
3.5980987,0.06487425
313.49135,0.06487749
158.53131,0.0648981
3.632882,0.0649052
149.0462,0.06491762
174.43667,0.06491787
158.53605,0.06492368
5.1052022,0.06492673
165.42662,0.06493218
179.07125,0.06500546
158.48539,0.06500728
243.52063,0.06502522
149.05941,0.06502754
3.359337,0.06504328
3.8240796,0.06505262
154.50197,0.06508823
158.13045,0.06510175
32.14241,0.06515175
3.377051,0.06517316
2.636436,0.06519753
45.310518,0.06519905
1.8151139,0.06531651
3.36659,0.065366
3.549007,0.06538388
165.7005,0.06539168
243.90746,0.06540032
165.66042,0.0654288
7.360534,0.06543396
165.21338,0.06546445
3.633294,0.06548388
154.38663,0.0655472
3.6744673,0.06556601
8.644622,0.06559876
158.91274,0.06561427
36.528974,0.06566522
17.578785,0.06566578
150.82018,0.06566764
16.193112,0.06569211
154.61836,0.06570753
34.811485,0.06580523
335.3909,0.06582965
138.51666,0.06585138
17.557195,0.06586434
234.43439,0.06589311
342.61431,0.06591468
351.58869,0.06591836
17.208184,0.06592631
312.99257,0.06597795
3.6946303,0.06598657
150.93945,0.06605378
201.12775,0.06607907
31.97442,0.06610278
216.06974,0.06613284
133.15802,0.06614756
11.018086,0.06616642
234.362,0.06617829
166.90314,0.06623101
201.24723,0.06624369
50.305128,0.06627639
36.25611,0.06637006
16.688488,0.06640784
57.000812,0.06643602
201.25087,0.06644986
52.892466,0.06645762
50.112678,0.0664743
201.23413,0.06654239
41.837772,0.06655391
353.88785,0.06659416
10.901797,0.0666008
43.033798,0.0666853
32.080269,0.06670647
133.18234,0.06670874
354.04596,0.06674121
233.93884,0.06674289
354.04216,0.06674504
51.940394,0.06676327
48.455593,0.06680252
201.08509,0.066806
150.96335,0.06681179
166.57422,0.06682529
49.027387,0.06683434
49.133506,0.06683557
161.06946,0.06684662
41.801605,0.06685676
151.23758,0.06686294
150.89336,0.06687512
51.324252,0.06688543
201.10909,0.06690242
51.573344,0.06690468
166.90574,0.06692205
42.274489,0.06692684
45.935073,0.0669462
49.459473,0.06694752
56.53154,0.0669582
336.33517,0.06697237
316.97202,0.06697844
42.505589,0.06701617
32.161015,0.06702393
139.89831,0.0670829
50.69229,0.06708998
49.459844,0.0671011
195.95992,0.06710283
16.14449,0.06714123
167.0452,0.06716757
49.309589,0.06717331
351.48485,0.06720954
32.162047,0.06722982
50.698818,0.06725712
166.91938,0.06727284
224.25679,0.06729881
166.95319,0.06730058
17.857906,0.06730682
344.15099,0.06730777
48.957252,0.06731306
166.93383,0.06732117
150.78266,0.06734681
325.16146,0.06736567
166.99431,0.0673719
248.16376,0.06738676
44.611292,0.06741753
17.83315,0.06741893
48.586288,0.06742813
355.28917,0.06745636
44.649478,0.06750751
344.03892,0.06751715
146.36979,0.067523
224.58064,0.06752919
168.17142,0.06753028
42.782389,0.06753156
162.58069,0.06754486
48.448907,0.06755466
327.16705,0.06755824
224.68845,0.06757253
12.375025,0.06758808
343.81514,0.0675948
18.019546,0.06760303
151.93295,0.06765883
48.263957,0.06767435
166.95046,0.06769258
233.48911,0.06771265
18.157969,0.06771279
144.27048,0.06771739
36.071663,0.06775191
195.61545,0.06776057
231.00399,0.06779809
21.704544,0.06783799
13.518315,0.06784743
354.43711,0.06786049
18.00644,0.06786286
233.43728,0.06786909
170.76902,0.06788231
17.850249,0.06788633
18.056537,0.06788697
45.052925,0.06788987
18.057027,0.06789559
352.14989,0.06791432
324.94456,0.06791512
39.359791,0.0679357
170.9453,0.06794276
352.84835,0.06798486
344.46457,0.06799122
352.49429,0.0680134
343.23435,0.06802189
224.83085,0.06802198
355.15286,0.06803389
170.57997,0.06804425
350.91946,0.06806018
184.76517,0.06807999
18.056847,0.06809326
17.865364,0.06811178
351.05161,0.06813579
21.724839,0.06816155
45.072415,0.06817649
352.40573,0.06818003
7.856048,0.06818831
341.13536,0.06820546
335.48792,0.06822944
18.178804,0.06824244
44.916555,0.06831059
7.2911245,0.06831597
8.2141256,0.06831755
170.72269,0.06831948
54.167074,0.06832483
8.23199,0.0683405
45.040611,0.06834406
32.487419,0.06834423
349.5718,0.06835427
32.320099,0.06837507
355.24723,0.06839331
349.95193,0.06840359
37.42438,0.06842808
20.429963,0.06843273
32.313641,0.0684844
7.2285506,0.06849708
45.027984,0.06850073
349.73503,0.06850466
38.029556,0.06853052
350.2892,0.06853681
7.288311,0.06856417
245.60657,0.06856962
328.7662,0.06857304
354.74526,0.06857868
170.7635,0.06859364
342.24679,0.0686044
37.255926,0.06862108
172.78287,0.06863017
328.97358,0.06864046
152.71702,0.06864782
355.28021,0.06867604
323.16711,0.06869555
37.986172,0.06869864
8.2268812,0.06873101
208.8406,0.06873605
335.37527,0.06875272
7.6115363,0.06879704
195.67198,0.06883805
170.8267,0.06885284
172.3609,0.06886072
14.156022,0.06887684
350.15711,0.06890774
8.222267,0.06894632
208.79985,0.0689487
170.38973,0.06895068
9.283853,0.0689872
7.5791672,0.0689876
7.326428,0.06899489
348.92242,0.06900117
7.24423,0.06900416
4.4384861,0.06901006
43.94094,0.06901725
344.08059,0.0690252
147.40538,0.06903543
50.228539,0.06904
18.055058,0.06904868
7.6144829,0.06906532
355.139,0.06912144
147.69322,0.06914463
355.08092,0.06914651
4.485566,0.06917499
26.174902,0.06918386
18.05645,0.06919137
7.6564689,0.06920154
245.38556,0.06921581
26.218774,0.06923765
139.81011,0.06926754
7.6158327,0.06927789
348.71337,0.06928004
139.80974,0.06932934
146.66136,0.06934141
32.26808,0.06935275
355.13343,0.06939776
32.280405,0.06940297
344.00057,0.06941346
242.43543,0.06943551
45.080909,0.0694396
9.7507145,0.06945675
49.413622,0.06946437
351.56348,0.06946643
353.45603,0.0694716
9.56338019999998,0.06947686
341.44112,0.06949084
208.83612,0.06954091
355.98361,0.06957484
344.55745,0.06958123
351.26325,0.06958343
312.90436,0.06959906
317.86538,0.06960076
154.41466,0.06966292
346.42591,0.06966574
6.6433071,0.0696843
353.2256,0.06968629
353.08865,0.0696959
5.108181,0.06972637
341.27065,0.06978151
341.44233,0.0698117
353.09129,0.06982123
149.23484,0.06983577
47.774443,0.06985305
165.61464,0.06987108
354.91155,0.06995466
4.4239599,0.06995872
242.44632,0.06997363
355.28744,0.0699749
208.77906,0.06999305
172.36482,0.07000123
29.229237,0.07004423
4.7359538,0.07005583
355.10049,0.0700604
208.7867,0.07006595
154.53659,0.07008418
140.96811,0.07008598
35.887523,0.0701032
355.17317,0.07019529
170.95931,0.0702021
5.7407794,0.07024819
315.02017,0.07027384
137.41789,0.07028908
5.926403,0.07029222
192.75352,0.0703079
153.30717,0.07031794
10.409134,0.07034211
193.65578,0.07035699
226.2865,0.07035935
138.82956,0.07038137
317.66879,0.07038163
38.245766,0.07039845
347.87587,0.07040661
16.528872,0.07043973
355.37532,0.07044639
241.71928,0.07044643
9.7057518,0.07044656
356.92198,0.07049053
29.896613,0.07049118
136.10908,0.070501
9.7337022,0.07050603
3.910776,0.07052456
314.98779,0.07054662
10.056994,0.07056914
154.50809,0.07059963
171.03109,0.07062745
142.15773,0.07063306
37.39254,0.07066588
14.178683,0.07066884
241.71774,0.07067561
9.73439500000001,0.07077598
155.53228,0.07077743
232.755,0.07079663
201.32154,0.07079715
16.038167,0.07085139
230.80483,0.07087686
141.56064,0.07088886
15.455571,0.07089658
316.40952,0.07090027
230.81019,0.07093323
356.558,0.07093665
317.87823,0.07095265
5.5764183,0.07096179
232.48429,0.07097388
134.57776,0.07100029
