Description	
Number of Runs	1000
Preset Time	1
Pause Time	0
Alarm Level	0
High Voltage	900
Step Voltage	0
Volume	0

Run	High		Elapsed
Number	Voltage	Counts	Time	Date/Time
503	900	10	1	02/03/23 03:54:10 PM	
504	900	13	1	02/03/23 03:54:11 PM	
505	900	12	1	02/03/23 03:54:12 PM	
506	900	4	1	02/03/23 03:54:13 PM	
507	900	10	1	02/03/23 03:54:14 PM	
508	900	8	1	02/03/23 03:54:16 PM	
509	900	7	1	02/03/23 03:54:17 PM	
510	900	6	1	02/03/23 03:54:18 PM	
511	900	8	1	02/03/23 03:54:19 PM	
512	900	11	1	02/03/23 03:54:20 PM	
513	900	7	1	02/03/23 03:54:21 PM	
514	900	10	1	02/03/23 03:54:22 PM	
515	900	6	1	02/03/23 03:54:23 PM	
516	900	13	1	02/03/23 03:54:25 PM	
517	900	13	1	02/03/23 03:54:26 PM	
518	900	8	1	02/03/23 03:54:27 PM	
519	900	11	1	02/03/23 03:54:28 PM	
520	900	5	1	02/03/23 03:54:29 PM	
521	900	4	1	02/03/23 03:54:30 PM	
522	900	7	1	02/03/23 03:54:31 PM	
523	900	5	1	02/03/23 03:54:32 PM	
524	900	7	1	02/03/23 03:54:34 PM	
525	900	11	1	02/03/23 03:54:35 PM	
526	900	12	1	02/03/23 03:54:36 PM	
527	900	7	1	02/03/23 03:54:37 PM	
528	900	7	1	02/03/23 03:54:38 PM	
529	900	9	1	02/03/23 03:54:39 PM	
530	900	12	1	02/03/23 03:54:40 PM	
531	900	11	1	02/03/23 03:54:41 PM	
532	900	11	1	02/03/23 03:54:43 PM	
533	900	11	1	02/03/23 03:54:44 PM	
534	900	6	1	02/03/23 03:54:45 PM	
535	900	6	1	02/03/23 03:54:46 PM	
536	900	16	1	02/03/23 03:54:47 PM	
537	900	8	1	02/03/23 03:54:48 PM	
538	900	13	1	02/03/23 03:54:49 PM	
539	900	15	1	02/03/23 03:54:50 PM	
540	900	12	1	02/03/23 03:54:52 PM	
541	900	7	1	02/03/23 03:54:53 PM	
542	900	9	1	02/03/23 03:54:54 PM	
543	900	6	1	02/03/23 03:54:55 PM	
544	900	10	1	02/03/23 03:54:56 PM	
545	900	10	1	02/03/23 03:54:57 PM	
546	900	11	1	02/03/23 03:54:58 PM	
547	900	6	1	02/03/23 03:54:59 PM	
548	900	9	1	02/03/23 03:55:01 PM	
549	900	7	1	02/03/23 03:55:02 PM	
550	900	13	1	02/03/23 03:55:03 PM	
551	900	13	1	02/03/23 03:55:04 PM	
552	900	11	1	02/03/23 03:55:05 PM	
553	900	8	1	02/03/23 03:55:06 PM	
554	900	12	1	02/03/23 03:55:07 PM	
555	900	14	1	02/03/23 03:55:08 PM	
556	900	10	1	02/03/23 03:55:09 PM	
557	900	12	1	02/03/23 03:55:11 PM	
558	900	9	1	02/03/23 03:55:12 PM	
559	900	7	1	02/03/23 03:55:13 PM	
560	900	8	1	02/03/23 03:55:14 PM	
561	900	3	1	02/03/23 03:55:15 PM	
562	900	9	1	02/03/23 03:55:16 PM	
563	900	7	1	02/03/23 03:55:17 PM	
564	900	16	1	02/03/23 03:55:18 PM	
565	900	12	1	02/03/23 03:55:20 PM	
566	900	8	1	02/03/23 03:55:21 PM	
567	900	11	1	02/03/23 03:55:22 PM	
