Description	
Number of Runs	1000
Preset Time	1
Pause Time	0
Alarm Level	0
High Voltage	900
Step Voltage	0
Volume	0

Run	High		Elapsed
Number	Voltage	Counts	Time	Date/Time
365	900	1	1	02/03/23 03:01:20 PM	
366	900	0	1	02/03/23 03:01:21 PM	
367	900	1	1	02/03/23 03:01:22 PM	
368	900	0	1	02/03/23 03:01:24 PM	
369	900	0	1	02/03/23 03:01:25 PM	
370	900	1	1	02/03/23 03:01:26 PM	
371	900	1	1	02/03/23 03:01:27 PM	
372	900	0	1	02/03/23 03:01:28 PM	
373	900	0	1	02/03/23 03:01:29 PM	
374	900	0	1	02/03/23 03:01:30 PM	
375	900	0	1	02/03/23 03:01:32 PM	
376	900	2	1	02/03/23 03:01:33 PM	
377	900	0	1	02/03/23 03:01:34 PM	
378	900	0	1	02/03/23 03:01:35 PM	
379	900	0	1	02/03/23 03:01:36 PM	
380	900	0	1	02/03/23 03:01:37 PM	
381	900	1	1	02/03/23 03:01:38 PM	
382	900	1	1	02/03/23 03:01:39 PM	
383	900	0	1	02/03/23 03:01:40 PM	
384	900	0	1	02/03/23 03:01:42 PM	
385	900	0	1	02/03/23 03:01:43 PM	
386	900	0	1	02/03/23 03:01:44 PM	
387	900	0	1	02/03/23 03:01:45 PM	
388	900	0	1	02/03/23 03:01:46 PM	
389	900	1	1	02/03/23 03:01:47 PM	
390	900	0	1	02/03/23 03:01:49 PM	
391	900	0	1	02/03/23 03:01:50 PM	
392	900	0	1	02/03/23 03:01:51 PM	
393	900	0	1	02/03/23 03:01:52 PM	
394	900	0	1	02/03/23 03:01:53 PM	
395	900	1	1	02/03/23 03:01:54 PM	
396	900	1	1	02/03/23 03:01:55 PM	
397	900	0	1	02/03/23 03:01:57 PM	
398	900	0	1	02/03/23 03:01:58 PM	
399	900	1	1	02/03/23 03:01:59 PM	
400	900	1	1	02/03/23 03:02:00 PM	
401	900	0	1	02/03/23 03:02:01 PM	
402	900	1	1	02/03/23 03:02:02 PM	
403	900	2	1	02/03/23 03:02:03 PM	
404	900	1	1	02/03/23 03:02:04 PM	
405	900	0	1	02/03/23 03:02:05 PM	
406	900	1	1	02/03/23 03:02:07 PM	
407	900	0	1	02/03/23 03:02:08 PM	
408	900	1	1	02/03/23 03:02:09 PM	
