#Table1
modelMag_u,modelMag_g,modelMag_r
19.51817,18.66928,18.37762
19.4563,18.57139,18.32099
19.524,18.26752,17.76477
20.79968,18.82374,17.92273
19.11704,18.20055,17.83952
20.80346,18.42948,17.49775
20.69374,18.12059,16.72205
20.8001,18.77918,17.86303
19.80161,18.57748,18.16577
21.19527,18.37329,16.9481
20.95051,18.38958,17.02068
20.84797,18.42961,17.30633
20.70242,18.71352,17.8111
18.99756,18.01618,17.72293
19.1355,18.05901,17.64009
21.32619,18.86172,17.93966
19.97559,18.58163,18.12778
20.89277,18.45354,17.44006
19.60697,18.6339,18.3416
19.37541,18.34213,18.00297
19.97705,18.19959,17.47392
20.95481,18.4209,17.08797
20.79642,18.08048,16.65061
20.84753,18.92164,18.13173
19.25948,18.16938,17.83909
19.69647,18.43236,17.80237
21.07802,18.52247,17.39741
19.22363,18.79299,18.76362
21.08534,18.58475,17.16285
19.8735,18.11814,17.3667
20.66876,18.82652,18.0572
21.32239,18.60683,17.33542
20.85802,18.22007,16.93883
20.83156,18.25239,16.83895
21.69366,18.94013,17.48408
20.92353,18.87494,17.95416
20.24589,18.30861,17.48108
19.52108,18.02991,17.48471
20.00102,18.03737,17.22369
19.86015,18.71343,18.3035
20.20797,18.52949,17.89079
19.93624,18.64532,18.11423
21.40214,18.85024,17.34508
20.64598,18.44114,17.44646
20.74838,18.03413,16.58922
20.56189,18.95106,18.45385
20.08618,18.5303,17.94503
20.99566,18.56588,17.09225
20.88221,18.27303,16.89484
20.98275,18.41689,17.19129
20.16152,18.46433,17.78133
21.46336,18.73092,17.30008
20.14429,18.43261,17.72189
20.73335,18.87471,18.0076
19.41109,18.03591,17.50785
19.46328,18.59807,18.38983
21.40139,18.91081,17.56819
19.5672,18.47148,18.42166
21.11946,18.57509,17.23351
19.32364,18.42812,18.139
19.77141,18.84295,18.63546
20.1548,18.92944,18.93706
19.32697,18.48208,18.23739
20.76557,18.27592,16.9096
19.26338,18.30945,17.9433
20.32976,18.99051,18.48352
21.39484,18.97982,17.88109
20.55646,18.01987,16.62747
20.78891,18.54074,17.44446
21.01469,18.05444,16.53403
21.0278,18.40915,17.08247
21.15029,18.59429,17.51218
21.83204,18.97788,17.48544
20.72485,18.85781,18.21611
20.51174,18.86064,18.24605
21.02722,18.51062,17.1013
21.32157,18.82806,17.49982
20.08502,18.28198,17.56212
19.39477,18.14321,17.68399
20.4139,18.21869,17.36273
19.63119,18.36802,17.81601
21.05297,18.59256,17.1634
19.41175,18.13792,17.65921
19.89226,18.58782,18.04103
19.91533,18.76105,18.32706
19.17712,18.11602,17.74653
21.09465,18.91361,17.65837
21.07271,18.81018,17.49472
19.6925,18.77219,18.64401
19.65836,18.15523,17.59432
20.96716,18.60075,17.48658
20.35018,18.92107,18.29011
19.73963,18.26842,17.71872
20.05193,18.46281,17.70775
20.05643,18.22088,17.51901
19.81734,18.01839,17.3098
19.73078,18.70407,18.34293
20.72214,18.15359,17.05669
21.03245,18.37288,16.9417
19.17771,18.19116,17.89953
19.40216,18.42273,18.00997
19.00245,18.0267,17.72672
21.36505,18.82191,17.37675
21.55494,18.84127,17.52553
21.04134,18.37528,17.17448
20.19263,18.60185,17.97796
20.12086,18.84897,18.2745
21.44701,18.88951,17.79779
20.54437,18.89521,18.2928
19.05737,18.14302,17.76709
21.12724,18.68469,17.34645
19.60116,18.62618,18.27951
21.3124,18.6467,17.31222
20.43389,18.63042,17.94851
21.1559,18.6497,17.50393
20.63663,18.10229,16.78649
21.6371,18.83578,17.47021
20.72009,18.09939,16.68096
21.02642,18.37936,16.92371
21.42774,18.93036,17.54216
20.2935,18.75908,18.18674
20.29207,18.96827,18.50385
21.49085,18.74079,17.31585
20.51724,18.88929,18.25646
20.77953,18.28114,16.94861
19.33191,18.11746,17.62265
20.81563,18.98939,18.23599
20.709,18.15663,16.69064
20.02699,18.4832,17.88553
21.02416,18.2033,16.75187
20.88589,18.92053,18.08682
21.41145,18.94756,17.74221
19.76015,18.76973,18.67716
21.00444,18.75785,17.81007
21.40557,18.76077,17.24943
19.63921,18.48778,18.02572
20.39147,18.98889,18.47166
19.43271,18.2592,17.76874
19.12263,18.13713,17.86564
21.46331,18.97954,17.51741
20.39281,18.93539,18.26534
21.58076,18.70858,17.29816
19.17748,18.35176,18.0223
19.89902,18.42013,17.83922
21.42309,18.90907,17.46921
21.28676,18.71335,17.39815
20.71527,18.88632,18.23439
19.75998,18.67043,18.282
19.95633,18.66617,18.10744
20.56147,18.89503,18.28017
19.58271,18.40062,17.90693
20.7869,18.84513,18.09819
19.08213,18.02362,17.66122
21.76558,18.87222,17.52272
19.8305,18.06461,17.35586
20.373,18.27124,17.29858
21.14678,18.70716,17.67008
20.50127,18.95633,18.37443
20.61066,18.37122,17.15171
21.43267,18.97227,17.56596
21.4983,18.96603,17.68435
21.50434,18.95734,17.84139
20.70834,18.68459,17.83288
21.39207,18.62636,17.17719
20.82055,18.18532,16.91884
19.7739,18.02084,17.32309
20.01577,18.31835,17.64643
20.46029,18.1025,17.06683
20.51434,18.57329,17.78601
21.75749,18.89609,17.47291
21.08442,18.64754,17.20702
21.36421,18.97356,17.86501
21.33002,18.70013,17.22959
20.51031,18.44183,17.49945
20.94031,18.91284,17.99359
21.12236,18.37558,17.02064
21.55894,18.9944,17.67606
19.76664,18.82365,18.54959
20.44326,18.26008,17.27671
20.11688,18.66561,18.16479
21.09751,18.65677,17.21009
20.75458,18.13615,16.69787
19.45422,18.39019,18.02833
19.60868,18.21127,17.64029
19.33849,18.23253,17.82549
20.04798,18.4869,17.86837
20.06191,18.19918,17.49495
19.35083,18.48448,18.2652
20.75969,18.13559,16.86088
21.39198,18.77836,17.6902
20.70369,18.30733,16.89567
19.07706,18.18376,17.8942
20.37706,18.99517,18.40489
21.11931,18.35196,16.87873
21.06132,18.26456,16.82417
21.16107,18.78643,17.62307
21.6663,18.93756,17.93399
21.04259,18.45288,17.01161
21.06643,18.51824,17.16262
20.19363,18.7288,18.16118
19.1897,18.11717,17.70869
21.26064,18.68423,17.4828
19.68437,18.2957,17.74099
21.12486,18.3811,16.98381
19.46434,18.54696,18.25387
21.39198,18.74534,17.3159
21.43399,18.99863,18.00103
19.76453,18.75904,18.37665
20.85159,18.34831,16.90879
21.08883,18.62295,17.25732
21.45248,18.54785,17.09558
21.41784,18.73261,17.36599
21.69004,18.931,17.55461
20.95942,18.4707,17.09072
19.57997,18.3549,17.83853
20.16393,18.15225,17.22889
19.99211,18.01293,17.26342
20.39208,18.9199,18.33297
20.91775,18.31069,17.12807
21.02603,18.89861,17.93218
21.32988,18.62486,17.28066
21.44688,18.90712,17.60498
20.68748,18.14328,16.96066
20.07087,18.81129,18.28337
20.73256,18.0076,16.62741
21.15945,18.58752,17.16134
19.14391,18.00632,17.58334
20.57043,18.12302,17.04128
21.51185,18.84183,17.46565
20.43162,18.52555,17.71001
21.01229,18.96842,18.01345
20.23856,18.23865,17.39555
21.08824,18.40287,17.05268
19.27772,18.35136,18.03848
19.93971,18.89839,18.56007
19.87542,18.69965,18.22412
20.63873,18.22089,17.18647
19.22777,18.13897,17.76778
19.60981,18.7097,18.35984
20.24766,18.93265,18.12327
20.96546,18.7519,17.30317
20.83936,18.98589,18.34491
21.53216,18.85377,17.42544
20.28853,18.77956,18.23502
19.02379,18.82175,18.54212
20.67835,18.07045,16.77817
21.20466,18.71639,17.28754
19.48656,18.53789,18.23495
21.37011,18.81066,17.38556
20.46271,18.32748,16.7826
20.10297,18.55705,17.95598
19.45667,18.36036,17.94329
21.17107,18.89448,17.90037
19.73637,18.09001,17.48487
19.73484,18.62098,18.20979
19.79337,18.49494,17.99639
21.09627,18.4949,17.09338
21.48733,18.64408,17.3978
21.41496,18.92212,17.5541
19.4476,18.5589,18.26573
21.19199,18.65815,17.17215
20.14623,18.46071,17.75076
20.21269,18.71529,18.12478
20.10145,18.91556,18.47504
19.02543,18.06592,17.79835
21.62963,18.91606,17.63755
19.50495,18.26637,17.74916
21.35019,18.5805,17.31844
21.12319,18.63511,17.1781
20.84404,18.21157,16.76963
21.21054,18.72815,17.22511
21.31447,18.689,17.35406
19.55316,18.50297,18.05835
20.9874,18.59267,17.56361
21.04748,18.55442,17.45594
19.95594,18.32371,17.67852
20.8912,18.85734,18.03988
20.65702,18.84455,18.12298
20.7,18.76781,17.9989
24.63465,18.99675,14.18401
19.42763,18.50261,18.23648
20.47952,18.50696,17.75473
21.30243,18.98873,18.02261
20.36886,18.82227,18.22982
20.28876,18.30849,17.47387
21.00962,18.20327,16.7613
20.0421,18.95715,18.44074
20.85772,18.98027,18.17796
19.44072,18.45168,18.29725
19.38771,18.28495,17.86243
20.09987,18.86348,18.32524
21.15286,18.67616,17.23543
19.55228,18.57107,18.26725
21.1437,18.57779,17.15069
20.8291,18.95999,18.15579
20.36284,18.46926,17.60497
19.8413,18.71728,18.17513
20.09202,18.38336,17.60398
20.97684,18.16247,16.77589
19.78127,18.06507,17.39538
19.13001,18.16075,17.9034
19.81755,18.86714,18.49589
19.64164,18.80298,18.4485
21.28575,18.6059,17.23181
20.94701,18.54674,17.35272
21.08292,18.17466,16.76378
20.11602,18.60431,17.94238
22.31375,18.82157,17.38443
19.53878,18.66971,18.34639
20.06396,18.61372,18.02479
20.90734,18.5075,17.59767
21.08113,18.60957,17.55908
21.21192,18.42365,17.07742
20.48086,18.62459,17.88227
20.86945,18.04649,16.69253
19.17768,18.06454,17.6884
20.09522,18.42471,17.71434
20.28374,18.54424,17.81759
21.61337,18.91695,17.70456
19.58388,18.33815,17.86609
21.42924,18.90427,17.43407
19.34888,18.25154,17.81079
21.10428,18.53458,17.25118
19.67514,18.33438,17.65432
19.71916,18.03619,17.4433
21.71366,18.80067,17.38505
20.00455,18.14137,17.3593
21.51741,18.98634,17.69871
19.55803,18.60979,18.30361
20.59117,18.97638,18.52479
19.3966,18.55569,18.30549
20.96597,18.89199,18.00094
21.15925,18.54724,17.28506
21.21081,18.52343,17.08906
19.54879,18.13841,17.59294
20.20313,18.99403,18.49046
19.39143,18.22453,17.83099
19.5198,18.67973,18.37286
19.28053,18.01957,17.56305
19.42267,18.37813,17.97607
20.29376,18.04718,16.94418
19.35292,18.444,18.11375
21.29483,18.80705,17.58969
20.02919,18.78396,18.29214
20.65961,18.33081,17.25538
21.46426,18.87795,17.46486
20.35775,18.5164,17.82666
19.31761,18.93152,18.8456
18.84559,18.6733,18.61227
19.55584,18.65048,18.33227
20.75429,18.15563,16.97128
20.06212,18.52983,17.9542
21.22888,18.65135,17.49848
19.39975,18.34542,18.05082
20.8663,18.03687,16.75307
20.02986,18.20233,17.43784
21.41242,18.7903,17.47631
20.24015,18.09093,17.19461
19.70878,18.47053,17.96018
20.91131,18.43089,17.06321
19.65534,18.0086,17.3817
20.58544,18.09947,16.96907
21.49087,18.61609,17.38857
19.62924,18.59907,18.34765
19.45885,18.32417,17.88919
20.93208,18.7406,17.82366
19.68686,18.6742,18.29281
21.48178,18.84286,17.38658
19.91235,18.23744,17.53946
21.17281,18.58098,17.17081
19.53969,18.3659,17.91895
19.38571,18.18343,17.71108
21.40989,18.63454,17.17766
19.71841,18.32656,17.7613
19.64011,18.46199,17.91424
19.3182,18.15768,17.67012
21.44429,18.5795,17.15962
19.18843,18.29957,17.95281
19.38877,18.39954,18.00765
20.34099,18.19361,17.35153
21.59194,18.89618,17.52709
21.07166,18.44525,17.25548
19.1345,18.13001,17.73008
19.39911,18.24329,18.30736
21.52682,18.88549,17.8511
19.64171,18.4337,17.99196
21.02182,18.48195,17.21877
19.43536,18.17224,17.71851
21.1202,18.52331,17.09191
19.61036,18.49806,18.03099
19.2305,18.99128,18.87475
19.90114,18.40773,17.76612
19.36031,18.20103,17.67875
20.30098,18.97089,18.46412
19.72528,18.44491,17.93673
19.67351,18.14303,17.54864
20.07099,18.91029,18.46843
20.84512,18.11146,16.69493
19.50091,18.34823,17.96815
20.81643,18.26902,16.95478
21.58137,18.95707,17.70531
20.96278,18.5048,17.30475
20.13457,18.33344,17.57943
21.32374,18.60429,17.35715
20.45848,18.80009,18.12959
21.03366,18.56841,17.13542
21.50799,18.8406,17.45131
21.04975,18.60953,17.22412
20.87777,18.63708,17.73015
21.0248,18.26421,16.8427
20.42051,18.50384,17.78876
21.34429,18.73786,17.35691
19.59287,18.46911,18.00842
21.07683,18.45347,17.09956
20.83554,18.98968,18.24325
19.46347,18.11203,17.65385
19.96704,18.90629,18.55764
20.32677,18.87956,18.47413
19.61601,18.33093,17.9214
20.30014,18.66351,18.02612
21.36581,18.74463,17.32506
21.28511,18.45635,17.02465
21.28521,18.5809,17.26145
19.84398,18.24365,17.61329
20.25278,18.04985,16.95941
21.23053,18.62187,17.21676
20.74596,18.69399,17.75595
21.67556,18.97833,17.52048
21.04416,18.61101,17.56655
19.19555,18.24008,17.92292
20.39769,18.2557,17.41162
20.17454,18.14941,17.29154
19.18353,18.92738,18.8946
20.75231,18.07828,16.63995
18.97488,18.08323,17.80844
21.30427,18.93835,17.58683
20.53414,18.0137,16.62349
19.81046,18.19205,17.53983
21.84529,18.95077,17.58593
20.05426,18.50862,17.95093
19.57683,18.62971,18.32441
20.00283,18.51443,17.83302
20.24551,18.95099,18.53774
21.7601,18.93138,17.54458
21.39824,18.82666,17.42232
20.8002,18.38563,17.2963
21.40121,18.52171,17.07992
20.5311,18.91868,18.27738
21.265,18.61614,17.12828
19.48629,18.23432,17.80535
21.4239,18.68863,17.49617
20.359,18.9712,18.31746
20.62901,18.55474,17.73003
21.13518,18.77683,17.78053
19.81683,18.67713,18.16336
20.8521,18.42205,17.04179
22.29198,18.82584,17.7844
19.39984,18.33615,18.5083
20.84672,18.32531,16.89833
18.9943,18.04958,17.79834
18.97713,18.0703,17.70736
19.7969,18.86935,18.60625
20.97381,18.96119,18.09379
19.81131,18.18173,17.5129
20.49443,18.00676,16.74291
20.18325,18.95849,18.51674
20.87886,18.26241,17.01915
20.7058,18.1703,16.81137
20.28232,18.90208,18.26556
21.40933,18.87557,17.48181
21.017,18.43886,17.09644
20.69146,18.62673,17.66207
19.15947,18.24145,17.93696
20.38125,18.62721,17.97212
20.92188,18.1904,16.93468
19.87816,18.51766,17.99876
21.00232,18.24916,16.77803
19.66769,18.76547,18.46302
20.88533,18.17673,16.7628
22.10637,18.97749,17.62882
20.11753,18.13251,17.28678
19.99441,18.39496,17.75496
19.08367,18.1835,17.82764
21.03357,18.55137,17.39648
19.85273,18.26963,17.31758
20.00444,18.33178,17.66216
21.4898,18.87717,17.628
20.64266,18.07089,16.71664
20.49188,18.95982,18.33539
20.90997,18.37403,16.96538
20.07258,18.47724,17.85363
21.08932,18.72331,17.3294
19.94383,18.65346,18.21769
20.21727,18.97417,18.4132
21.27636,18.61278,17.20881
21.7042,18.85848,17.40941
20.45196,18.55348,17.84021
19.66401,18.38279,17.85182
19.77819,18.43834,17.93212
19.67003,18.76838,18.40656
20.54751,18.00537,16.7222
21.1921,18.49356,17.11594
20.35569,18.16456,17.25973
19.725,18.82435,18.51253
21.035,18.32331,16.92284
19.30187,18.29805,17.95641
21.22528,18.63274,17.3056
20.66534,18.06702,16.70461
20.12107,18.86699,18.42175
20.05304,18.41787,17.76653
19.52111,18.61823,18.2831
19.53902,18.00492,17.38645
20.56067,18.47101,17.61526
19.26636,18.15306,17.77316
21.89735,18.34062,16.56734
21.31907,18.54833,17.36244
19.60197,18.7009,18.3583
20.91208,18.3864,17.20216
20.69783,18.47126,17.56646
21.33628,18.60007,17.2605
19.16981,18.12317,17.64692
19.67788,18.42992,17.93163
19.78171,18.62781,18.14076
24.63469,18.41151,24.80204
19.9135,18.04402,17.25459
20.88848,18.61539,17.45768
20.07889,18.02719,17.07502
20.607,18.02195,16.60123
21.14473,18.81794,17.47514
21.37961,18.70842,17.30163
19.77069,18.87526,18.53082
21.62089,18.94704,17.42752
20.09037,18.78794,18.20992
21.03993,18.51716,17.07566
20.80088,18.52338,17.44797
19.64904,18.49724,17.95955
20.38383,18.09361,16.67261
20.85985,18.72263,17.47595
20.0749,18.2175,17.48773
20.90335,18.41461,17.23159
21.25392,18.73074,17.73857
19.76579,18.78928,18.48336
20.16836,18.55256,17.83728
19.80142,18.92449,18.67282
19.1599,18.14922,17.85985
19.95901,18.92345,18.52044
19.68242,18.08105,17.44652
20.88561,18.3011,16.9832
20.11419,18.81407,18.35777
19.84034,18.46196,17.85996
21.46592,18.62107,17.16516
19.83053,18.39952,17.83106
20.06162,18.25414,17.48322
18.84889,18.57475,18.44269
21.60223,18.89865,17.55634
19.69554,18.78091,18.52806
19.37874,18.22521,17.80743
20.34517,18.66001,17.94077
20.11452,18.97403,18.54522
20.83747,18.58013,17.60565
21.01354,18.46257,17.36895
19.83346,18.93508,18.64121
20.34802,18.65472,18.02178
20.95346,18.32757,17.10526
19.59376,18.57682,18.24133
20.8048,18.4187,17.39594
19.55118,18.57444,18.25506
19.88676,18.18974,17.51895
19.91595,18.98252,18.71145
20.07816,18.49882,17.88617
19.88561,18.60233,18.10883
21.19096,18.70999,17.41805
19.71322,18.44346,17.91282
20.06225,18.00644,17.24961
20.46376,18.42716,17.59793
21.14169,18.54651,17.23995
20.14266,18.01532,17.1218
20.74324,18.05505,16.83403
19.60801,18.04932,17.41019
18.8637,18.76119,18.5369
21.06626,18.41654,16.97756
21.71298,18.91472,17.5715
21.46643,18.76772,17.37133
21.55651,18.87781,17.54048
21.27676,18.81511,17.42376
20.13444,18.52368,17.92879
20.93721,18.86754,18.05993
20.23597,18.37505,17.53044
18.69044,18.27483,18.381
19.83982,18.51235,17.96339
19.93831,18.00203,17.22849
21.05795,18.47055,17.1162
21.27415,18.62456,17.34258
21.34136,18.81189,17.25619
19.48183,18.10073,17.57556
19.07982,18.07592,17.7485
21.75453,18.86796,17.46115
21.47367,18.96239,17.51029
20.82833,18.90319,18.18704
19.44724,18.10956,17.52277
21.24854,18.92501,17.90443
20.28086,18.80307,18.29395
19.81278,18.94534,18.6554
21.31596,18.6792,17.3095
20.23795,18.94536,18.46523
19.38516,18.26362,17.84527
20.87299,18.07035,16.77698
19.93773,18.31091,17.69041
19.8885,18.19359,17.43787
21.23285,18.64905,17.2339
20.32037,18.9848,18.44819
20.42226,18.23749,17.3041
19.97923,18.77805,18.33715
21.3939,18.80396,17.3515
20.16215,18.98178,18.55325
20.13986,18.36627,17.64685
20.17073,18.16252,17.37053
19.64667,18.26875,17.74099
21.06133,18.45998,17.23639
19.61855,18.71375,18.36316
20.67172,18.49378,17.4962
20.27563,18.61796,17.9276
19.23552,18.26497,17.81203
21.02552,18.51474,17.2474
19.87504,18.52225,18.03148
19.24818,18.07874,17.59695
21.35201,18.51095,17.25824
20.54769,18.68798,17.96009
21.60395,18.89301,17.4901
21.1066,18.96154,17.87132
21.58221,18.97825,17.57546
20.87583,18.20209,16.83731
21.39994,18.7562,17.61565
20.47892,18.00033,16.83229
20.46929,18.47029,17.60238
21.4309,18.73369,17.38453
20.73053,18.172,17.03605
19.95587,18.87819,18.49597
19.514,18.33405,17.93773
19.52924,18.62803,18.33172
20.92424,18.44028,17.40135
20.93185,18.31889,16.95792
21.19217,18.76339,17.5984
21.53802,18.97585,18.01736
20.33284,18.06063,17.05617
20.89683,18.35732,16.93437
21.15699,18.57663,17.50827
19.41385,18.34976,18.03556
21.8852,18.99605,17.65825
19.56588,18.67754,18.41059
19.50401,18.51825,18.18602
19.17138,18.13359,17.75871
24.63355,18.99056,18.11654
21.32299,18.85984,17.79992
20.02979,18.60671,18.07593
20.86866,18.40108,17.1851
21.24005,18.87457,17.77495
21.00691,18.83279,17.84495
19.12213,18.19582,17.83901
21.79679,18.83573,17.39427
21.05299,18.97042,17.99937
19.23437,18.11462,17.71021
21.0806,18.55212,17.15595
20.1785,18.61628,17.93588
20.18081,18.82617,18.22388
19.50315,18.35364,17.88454
21.34322,18.83775,17.54482
21.95963,18.99763,17.60946
19.52266,18.59542,18.31306
19.91406,18.29539,17.56783
20.25885,18.35359,17.56318
20.60925,18.41743,17.49071
20.67368,18.19252,17.14023
19.0717,18.03975,17.57592
20.49854,18.57491,17.82605
19.96729,18.99532,18.72075
21.76866,18.88392,17.4133
20.76812,18.0709,16.7146
20.36626,18.82819,18.13078
20.45713,18.25529,17.35715
20.64254,18.11467,16.98848
19.34885,18.27279,17.90105
20.66755,18.26445,17.0098
21.79416,18.93115,17.55619
21.1452,18.48856,17.27208
20.51576,18.11509,17.09704
20.76137,18.83462,18.12668
20.9659,18.81048,17.52388
20.92443,18.61274,17.73122
21.02117,18.4675,17.22906
19.5278,18.1201,17.57093
20.52729,18.64291,17.92327
19.99092,18.25784,17.54563
20.65793,18.17415,17.09387
19.8278,18.14072,17.52053
20.82633,18.30311,16.97969
20.88194,18.28616,16.81981
19.9484,18.96638,18.64244
19.93997,18.5824,18.03205
20.25986,18.13901,17.33214
20.59343,18.32403,17.31137
21.34791,18.60063,17.31619
20.40222,18.03782,17.04005
21.34905,18.85089,17.35628
20.63635,18.37786,16.99139
19.25797,18.14149,17.75294
20.89678,18.39967,17.2371
20.75564,18.35647,17.26695
18.95368,18.09118,17.82129
21.56581,18.78093,17.40715
20.62901,18.00195,16.53187
21.51665,18.79078,17.35261
19.8367,18.62904,18.14755
20.53576,18.16896,16.71398
21.41722,18.97329,17.63315
19.59759,18.32483,17.86378
19.50519,18.11119,17.59768
21.06277,18.47759,17.2598
19.55825,18.23141,17.73542
20.63604,18.22797,17.16249
21.3562,18.96165,17.48398
21.3366,18.65306,17.22217
20.71814,18.69126,17.77825
19.74351,18.11263,17.51727
19.37423,18.00794,17.47889
20.44976,18.83582,18.14099
21.43034,18.99403,17.93167
19.31541,18.3522,18.07582
21.17016,18.82149,17.63449
19.31695,18.20702,17.85021
21.27111,18.63846,17.4152
20.90732,18.94848,18.08796
21.06026,18.32094,16.96344
21.49707,18.77757,17.52509
19.45279,18.53761,18.16367
19.98684,18.01813,17.22876
19.89564,18.57247,18.00799
19.13389,18.00902,17.60382
19.5839,18.6895,18.34957
19.60511,18.74696,18.50244
21.21439,18.72876,17.6494
20.6641,18.19276,16.96756
19.83728,18.51137,17.97711
20.38359,18.4706,17.779
20.90337,18.99837,18.11699
21.63846,18.9267,17.69049
20.60846,18.79268,17.9928
19.84328,18.08955,17.37727
20.30043,18.3689,17.63025
20.51831,18.44636,17.56811
20.96084,18.21742,16.99534
19.90919,18.51891,18.232
21.02109,18.87694,17.90171
20.45442,18.73624,18.0305
21.81253,18.81703,17.42798
19.8357,18.53335,18.04259
21.12227,18.70741,17.33204
19.84496,18.7818,18.37533
20.30866,18.36836,17.60993
20.99109,18.39499,16.94835
21.41784,18.69716,17.40994
19.46011,18.54133,18.26365
19.74059,18.64784,18.23421
19.82452,18.0462,17.41549
20.38792,18.16166,17.13887
20.2308,18.58068,17.91397
21.41622,18.95932,17.79869
21.23012,18.70341,17.56597
19.61679,18.33594,17.91648
22.16176,18.90751,17.46456
19.46012,18.55027,18.2087
20.82836,18.75328,17.9039
20.83966,18.2836,17.05668
19.39679,18.33607,18.00712
19.26578,18.20769,17.81287
20.52233,18.3894,17.39475
21.33125,18.87563,17.41395
20.3541,18.88885,18.31917
21.22318,18.59575,17.21893
21.36959,18.9366,17.86014
21.22282,18.74598,17.32203
21.25843,18.55696,17.1886
21.14003,18.73135,17.2669
19.09217,18.65758,18.66496
20.22261,18.77341,18.17379
19.64459,18.26227,17.74196
21.76672,18.89609,17.52288
20.17853,18.75757,18.21745
18.99967,18.08497,17.80886
21.23662,18.51559,17.23104
21.15158,18.86221,17.82622
20.35288,18.951,18.29524
19.82114,18.97007,18.75416
20.99348,18.47627,17.06929
19.94019,18.58166,18.08891
21.46396,18.98116,17.72961
19.65765,18.4458,17.93758
20.33103,18.41672,17.69961
19.70638,18.7359,18.45987
21.49768,18.65181,17.36409
20.81614,18.41262,17.00923
21.27082,18.65494,17.48872
20.69059,18.1027,16.68423
21.28706,18.90255,17.48886
19.93366,18.98263,18.73155
20.24628,18.18596,17.28407
21.23251,18.8639,17.74206
20.55942,18.56242,17.7142
19.33626,18.02142,17.55298
19.75174,18.52824,18.07342
19.48616,18.54462,18.22497
19.40519,18.35826,18.14781
21.20834,18.48566,16.98758
19.86536,18.90984,18.61315
20.17403,18.45054,17.73821
21.19014,18.86945,17.81895
21.48103,18.62429,17.17609
20.01651,18.51002,17.91716
21.15812,18.29485,16.88988
19.52466,18.69769,18.46419
21.22631,18.57175,17.16734
19.47636,18.55757,18.27105
19.86914,18.79099,18.4159
20.87979,18.98751,18.24724
19.70752,18.53641,18.07019
20.36339,18.37414,17.64861
20.90895,18.35218,17.04138
21.2456,18.57447,17.28156
19.59093,18.58136,18.20944
18.92742,18.02084,17.69096
20.46057,18.91842,18.28055
19.96109,18.67306,18.1372
20.94861,18.2429,16.83685
19.39363,18.95887,19.191
19.65563,18.6375,18.27564
20.53087,18.47464,17.69737
21.26997,18.82349,17.58931
20.88101,18.45454,17.30654
19.6853,18.77239,18.48909
19.39129,18.17828,17.72026
21.07497,18.43818,17.0877
20.38609,18.08574,17.15781
19.64325,18.12107,17.47063
21.41429,18.91245,17.54357
20.73597,18.72767,17.92039
19.1909,18.29515,17.98806
21.27415,18.68127,17.32648
19.63578,18.68362,18.23982
19.74462,18.82407,18.51757
21.31914,18.70617,17.57202
20.77548,18.22535,17.12175
21.14647,18.76096,17.5916
21.45546,18.92751,17.78558
20.18608,18.55517,17.9029
19.09727,18.14966,17.80051
19.59147,18.66615,18.29275
19.93953,18.66305,18.15006
20.76507,18.61346,17.77569
21.01678,18.92078,18.01697
20.42164,18.23906,17.24603
20.54196,18.92525,18.30707
21.2924,18.44422,17.09326
19.86855,18.10081,17.40902
21.64181,18.84543,17.67768
20.51354,18.6197,17.8358
20.32539,18.07691,17.13227
20.38425,18.3183,17.55433
21.28847,18.49462,17.14552
20.1147,18.29927,17.53795
19.50981,18.08088,17.55696
19.52892,18.28336,17.81128
19.55433,18.69901,18.42584
20.34264,18.38216,17.52708
20.30763,18.2431,17.45335
20.70655,18.67749,17.8122
19.54528,18.64524,18.29365
21.65575,18.78551,17.37858
21.50989,18.6715,17.2315
20.78305,18.15095,16.72619
19.39232,18.01043,17.51855
21.1572,18.55232,17.25065
20.81393,18.92338,18.13294
19.57452,18.60621,18.26339
20.66883,18.93547,18.2453
19.25076,18.00458,17.5643
19.80463,18.16153,17.53101
20.11632,18.69428,18.034
19.65833,18.40815,17.92999
19.57768,18.67874,18.37898
18.83829,18.79289,18.71093
20.47215,18.65109,17.79849
20.00751,18.81022,18.32536
21.50121,18.80678,17.38408
20.8436,18.49237,17.39472
20.87779,18.71855,17.72229
21.1482,18.59861,17.30839
20.17495,18.52518,17.87606
19.96974,18.21042,17.49205
20.18914,18.16384,17.31244
21.4048,18.64268,17.20808
19.03766,18.05941,17.67876
19.24631,18.09805,17.70717
20.07462,18.52934,18.00554
19.24973,18.45585,18.14052
21.1063,18.75653,17.56033
21.39701,18.7716,17.48122
19.93529,18.20123,17.49725
21.34031,18.78121,17.4184
21.00965,18.27929,16.84443
21.4144,18.59632,17.20953
19.4507,18.44811,18.22072
21.14408,18.59449,17.10475
21.37237,18.85372,17.43838
19.6492,18.76835,18.47262
19.57848,18.51987,18.09274
20.42318,18.04875,17.02611
20.93896,18.50949,17.4688
21.61816,18.71674,17.48125
21.55768,18.97523,17.71972
21.32869,18.67683,17.41726
20.91147,18.06472,16.74167
19.54525,18.31558,17.85649
20.19437,18.33207,17.56151
21.4799,18.94039,17.48422
20.54494,18.84382,18.15611
20.69016,18.52431,17.59303
19.24729,18.24433,17.92351
19.33738,18.42852,18.07733
19.77888,18.53003,18.03788
20.04746,18.52324,17.89266
20.11578,18.98681,18.52711
20.87589,18.53855,17.14067
19.87305,18.78906,18.33293
