#Table1
ra,dec,z
172.37256,-1.038377,0.001033407
136.71018,20.814808,0.001033416
119.674,10.197308,0.001033458
121.37779,8.7904065,0.001033487
145.4403,1.110356,0.001033522
340.72832,4.8408838,0.001033573
151.76637,35.479958,0.001033627
183.68087,11.286262,0.001033688
144.12772,12.735022,0.001033716
189.615,40.554862,0.00103375
189.86378,15.596684,0.001033759
114.98082,42.275681,0.001033799
183.61958,-1.8651254,0.001033862
170.33544,-0.87963538,0.001033863
178.9517,61.598312,0.001033871
152.67012,4.5982459,0.001033874
120.94897,24.715557,0.001033916
14.466049,32.606544,0.001033939
230.08501,-0.1634177,0.001033943
172.62966,-8.819115,0.001033949
259.73421,34.862551,0.001033952
185.58375,36.452006,0.00103396
163.06259,-2.7561751,0.001033973
191.34359,-1.698387,0.001033985
115.36866,21.318579,0.00103399
175.13679,1.2883521,0.001034071
142.1444,19.544324,0.001034109
168.62875,5.5114541,0.001034142
224.15433,35.80204,0.001034172
25.754338,21.624529,0.001034179
21.107491,33.828832,0.001034201
161.19297,2.4318301,0.00103421
187.60745,0.18840961,0.001034228
339.3542,29.939008,0.001034298
128.08873,-4.793522,0.001034315
159.40471,48.418833,0.001034353
324.41397,1.6203199,0.001034378
124.93062,27.112268,0.00103438
120.05476,10.312798,0.00103441
143.19915,13.469156,0.001034423
139.33568,2.0484247,0.001034428
1.8279981,27.487331,0.001034434
168.85221,-11.994336,0.001034463
251.22293,31.683977,0.001034474
52.070709,-0.557493,0.001034522
128.98735,-1.0215214,0.001034532
134.13615,11.152677,0.001034549
211.23553,-8.923571,0.001034599
28.362618,6.154203,0.001034609
9.0406792,0.43287974,0.001034655
112.14364,42.719846,0.001034757
219.37114,11.558502,0.001034763
155.16763,0.6613766,0.001034804
212.89458,10.477695,0.001034806
178.06744,0.19789815,0.001034828
218.32352,63.458675,0.001034853
134.39079,1.2575642,0.001034858
186.40417,-2.385279,0.001034875
151.10119,1.5614609,0.001034879
132.69265,10.364608,0.001034936
137.63745,-0.65798945,0.001034938
247.56798,35.884685,0.001034954
170.71826,-11.941767,0.001035007
137.26972,2.2299381,0.001035058
230.82977,42.443791,0.001035089
333.88351,22.223314,0.001035092
134.18597,44.303338,0.001035102
121.96561,51.644135,0.001035114
197.17032,43.66891,0.00103513
353.35456,13.8937,0.001035146
186.19815,48.871475,0.001035176
234.67569,19.808174,0.001035186
198.96117,17.451951,0.001035189
355.63634,25.190234,0.001035238
129.01277,14.268367,0.001035291
14.453351,34.361504,0.001035293
196.65116,57.71325,0.0010353
239.79897,38.631337,0.001035304
232.2634,29.704827,0.001035312
190.90674,-0.022606655,0.001035325
154.73668,7.7839745,0.001035329
189.66291,32.76553,0.001035348
145.36266,35.054784,0.001035383
163.52962,-0.049428761,0.00103549
3.90460580000001,29.744953,0.001035511
183.98827,36.369213,0.001035529
147.51406,54.89121,0.001035536
28.776621,14.02092,0.001035543
130.48155,8.2213201,0.001035571
140.61129,6.459687,0.00103559
249.2271,54.451631,0.001035648
167.14392,12.856194,0.001035687
188.30348,40.057742,0.0010357
25.547368,-6.4973386,0.001035734
324.27678,0.20163263,0.001035759
215.88191,52.851142,0.001035823
11.003608,30.48515,0.001035823
240.91878,22.225309,0.001035829
2.62682469999999,3.757279,0.001035927
155.19025,16.858104,0.001035972
23.200032,32.153341,0.001036132
195.12096,51.254538,0.001036135
137.75404,12.622936,0.001036162
129.86896,3.0745397,0.001036165
201.50507,52.926317,0.0010362
120.36199,15.89816,0.001036206
255.82383,43.883229,0.001036296
209.69476,-7.852475,0.001036418
160.82662,-0.550706,0.001036442
28.698934,25.523309,0.001036442
135.27413,20.516436,0.001036491
147.9296,7.1267338,0.001036494
96.034925,84.626185,0.001036525
139.10711,1.1957157,0.001036532
173.11831,-8.495679,0.001036557
101.50898,29.118347,0.001036573
117.28343,27.816624,0.001036602
168.96714,-12.212,0.001036652
346.36111,-1.2633268,0.001036663
159.58813,46.594715,0.001036664
134.80562,35.805432,0.001036664
249.86524,37.557361,0.001036765
159.35053,43.468898,0.001036776
133.34641,42.692725,0.001036782
205.469,32.452914,0.00103682
238.10062,17.421853,0.001036834
161.70434,-0.68932762,0.001036835
122.47654,24.124869,0.001036876
118.15166,15.360231,0.001036878
137.46023,54.907523,0.001036936
2.2469643,12.96592,0.001036954
38.681279,-1.657329,0.001036958
186.64227,25.552127,0.001036979
173.92863,8.722656,0.001037002
152.3092,26.351645,0.00103701
151.1927,54.343018,0.001037023
115.64206,19.198618,0.001037025
143.48517,-2.3658419,0.001037035
32.499603,30.848687,0.001037079
168.66414,-12.133198,0.001037116
174.05036,28.184528,0.001037126
137.8521,32.925677,0.001037138
131.98043,23.030599,0.001037154
349.19442,30.897386,0.001037174
135.28403,25.310153,0.001037186
9.75620249999997,-5.4861726,0.001037231
198.00057,8.9274858,0.001037234
233.38952,27.778981,0.001037298
212.28704,52.590983,0.001037332
138.60074,30.549541,0.001037339
225.49543,56.515012,0.001037349
114.8912,21.044379,0.001037358
154.29802,26.695562,0.001037384
115.23052,29.192362,0.001037401
133.09722,32.445072,0.001037404
191.28545,-0.25197265,0.001037425
38.067577,0.25264458,0.001037427
118.83621,10.666809,0.001037433
175.59227,8.7091631,0.001037453
189.30888,14.442149,0.001037458
134.73832,42.648335,0.001037459
140.40182,19.44508,0.001037504
140.61093,15.572944,0.001037545
172.35017,47.318832,0.001037601
123.01563,11.822685,0.001037606
113.03573,20.80981,0.001037615
142.57019,0.54414739,0.001037642
166.7467,28.390338,0.001037716
179.72657,9.6199223,0.001037717
137.83414,26.217238,0.001037733
166.8858,1.2978556,0.001037754
152.59583,1.136929,0.00103782
204.71077,5.5351865,0.001037844
212.82404,64.104382,0.001037845
47.968846,-6.9769551,0.001037902
141.98513,8.3372489,0.001037973
167.13715,-17.079229,0.001038063
149.43409,0.62659561,0.001038082
130.66856,5.2039217,0.001038102
330.94325,25.614692,0.001038104
190.5519,38.507054,0.001038128
4.7360122,10.579153,0.001038211
139.29847,6.8042596,0.001038264
183.50533,5.5670514,0.001038296
125.57008,12.946376,0.001038306
26.365804,2.3077142,0.001038308
214.64331,53.394337,0.001038339
167.02013,2.1765735,0.00103839
179.03222,13.772197,0.001038402
246.77697,36.75279,0.001038436
188.44571,-1.3440577,0.001038438
144.62815,10.462737,0.001038572
217.526,8.108094,0.001038578
162.85555,9.2016002,0.001038607
114.14717,42.814984,0.001038614
178.06925,59.064946,0.001038647
136.51729,62.445382,0.001038654
244.58589,6.4340686,0.00103866
142.43455,-0.014034636,0.001038666
115.30863,21.671454,0.001038694
163.73981,42.268138,0.001038725
132.14618,3.8573589,0.001038731
129.62934,4.6896227,0.001038751
321.71852,0.29162219,0.001038771
172.10329,-7.422435,0.001038829
120.12846,35.133705,0.001038831
116.54154,40.092308,0.001038885
148.56271,-2.3906719,0.001038905
219.54236,42.22809,0.001038913
185.06318,0.51601509,0.00103896
173.40321,1.224211,0.001038989
129.64497,4.7021877,0.001039
152.38352,11.492756,0.001039022
150.51574,31.248226,0.001039065
118.55931,9.912353,0.0010391
241.2193,18.735606,0.001039112
28.611542,-2.2350204,0.001039197
155.60319,42.998574,0.001039205
131.6596,31.573055,0.001039241
123.5256,-0.982735,0.00103928
236.84669,57.886363,0.001039283
119.07462,36.160059,0.001039294
142.89828,9.992745,0.001039303
119.63518,20.010744,0.001039306
160.50771,1.5630051,0.001039339
162.20886,11.85671,0.001039378
113.72659,36.598125,0.001039379
146.08615,-2.3886451,0.001039485
150.44123,17.580877,0.001039485
148.36996,5.6124027,0.001039489
117.12541,19.236255,0.00103949
7.4144551,0.65437074,0.001039495
143.29569,18.427649,0.001039571
117.88336,14.594662,0.001039571
228.68759,-1.2862296,0.001039572
87.011678,-0.48223764,0.00103959
225.90242,23.04912,0.001039616
118.7864,32.641383,0.001039637
188.48567,0.36009329,0.001039651
191.95294,-8.585006,0.001039677
250.78667,43.75589,0.00103971
143.56004,17.770922,0.001039737
149.18138,43.875201,0.001039738
216.44988,0.78344256,0.001039755
130.90491,18.805168,0.001039762
117.58208,40.577593,0.001039778
164.38916,35.806289,0.001039783
153.12794,25.344974,0.001039863
139.42969,-0.80537392,0.001039865
118.9753,33.170719,0.001039926
120.02179,6.473497,0.001039952
131.20857,20.149045,0.001039987
118.50173,17.834256,0.001040007
135.70825,24.143052,0.001040011
178.16725,5.136744,0.001040013
193.5328,53.717508,0.001040028
143.59259,8.484257,0.001040053
47.185706,0.532356,0.001040095
229.82555,19.102299,0.001040112
157.3177,-0.96757817,0.001040134
134.33079,11.380155,0.001040182
228.51116,35.652701,0.001040192
142.44128,-2.5270524,0.001040269
125.57444,9.5035881,0.001040297
124.85993,17.482636,0.001040304
171.87485,0.42253641,0.001040305
331.92072,1.3084781,0.00104033
165.18119,24.271428,0.001040349
151.48791,15.197197,0.001040402
170.04759,44.130511,0.001040528
142.19751,0.58420399,0.001040574
180.67155,12.247692,0.001040574
176.20981,5.5860219,0.001040587
197.2537,10.823136,0.001040603
145.33082,13.062514,0.001040625
240.3013,32.934526,0.001040647
120.29513,9.5670364,0.001040679
174.18635,28.085286,0.00104068
122.41759,11.649282,0.001040754
172.54152,28.510571,0.001040758
151.61109,20.208716,0.001040761
329.49406,1.0121046,0.001040771
118.78698,36.331286,0.001040868
132.43299,11.109198,0.001040875
233.80975,50.779364,0.00104092
149.42268,13.144533,0.001040982
177.74723,1.4244372,0.001041004
160.38159,29.946645,0.001041053
157.48071,8.4862798,0.001041069
185.52971,53.123935,0.001041089
159.00006,42.837313,0.001041141
136.29427,15.80587,0.001041152
208.21792,33.660868,0.001041166
164.3031,2.6516485,0.001041329
136.28769,36.725048,0.001041348
197.34374,3.0733314,0.001041349
139.89653,-0.57057439,0.001041361
0.476880649999998,2.6691814,0.001041372
57.811819,11.242443,0.001041385
141.94943,14.639526,0.00104141
136.54906,33.193893,0.001041426
185.11552,-1.1576986,0.001041499
179.49332,21.025166,0.001041545
123.04274,5.137041,0.00104156
145.2174,12.763283,0.001041564
156.64787,7.69137,0.001041635
235.97605,35.346318,0.001041652
234.32989,44.021972,0.001041767
245.6531,22.178344,0.001041792
133.5778,2.753855,0.001041815
171.11419,-0.41409738,0.001041833
123.49585,17.825066,0.001041955
163.95969,3.3547006,0.001041964
122.99679,-0.662569,0.001041989
137.79333,20.282323,0.00104199
70.132733,24.685736,0.001042011
250.23383,50.238937,0.001042018
82.778297,0.649345,0.001042089
69.136066,24.936884,0.001042107
193.02483,1.1528715,0.001042115
124.84793,24.79645,0.001042129
128.66329,13.770404,0.001042153
154.11095,12.04198,0.001042204
343.11713,1.6677147,0.001042263
236.19368,18.011749,0.001042405
168.25604,9.098355,0.001042408
314.95247,-6.0810366,0.001042449
243.98627,14.852607,0.00104245
128.15731,31.326118,0.001042462
171.02112,0.2984191,0.001042491
242.74038,19.052589,0.001042504
120.32173,20.68092,0.001042527
173.49933,29.994295,0.001042604
246.80797,8.8633665,0.001042624
243.92275,21.747809,0.001042643
173.36177,11.208378,0.001042683
122.70105,3.243508,0.0010427
181.34285,0.85182963,0.001042714
163.17977,15.788724,0.001042737
320.27555,-6.738554,0.00104274
205.77187,31.173722,0.001042782
190.41199,7.8618584,0.001042806
247.51849,42.116391,0.001042832
144.64207,0.70214879,0.001042861
176.98032,13.023314,0.001042876
130.78226,48.422503,0.001042912
149.14788,-0.705743,0.001042948
123.41245,27.844895,0.001042953
116.38575,16.5582,0.001042978
168.04615,6.5802782,0.001043003
172.21444,18.923952,0.001043021
188.82143,60.964539,0.001043057
160.59593,49.135821,0.001043058
122.93786,-7.29797,0.001043074
33.757063,-8.7191066,0.001043122
166.01258,17.421625,0.001043124
151.17983,2.7569752,0.001043132
174.46125,31.750636,0.001043137
230.09575,23.231808,0.001043195
9.92006859999998,-2.027259,0.001043195
15.013054,29.336879,0.001043239
193.44951,15.307891,0.001043359
144.02837,-1.2857246,0.001043375
161.98736,0.496304,0.001043382
195.73536,51.633449,0.001043414
70.0965,26.0253,0.001043442
241.87963,2.878157,0.001043467
21.717854,2.7072811,0.001043471
163.15636,0.709151,0.001043477
9.74256270000001,21.071584,0.001043485
147.7722,58.409851,0.001043578
153.29743,30.026409,0.001043609
172.91769,8.667492,0.00104364
116.47771,43.529446,0.001043657
169.45853,24.811096,0.00104366
246.43987,35.254463,0.001043662
35.768678,0.75027229,0.001043679
153.15351,37.533279,0.001043691
152.2023,-3.1421389,0.001043701
214.94288,48.650517,0.001043704
167.96018,-15.026205,0.001043745
233.19383,17.110235,0.001043789
171.19926,-7.982167,0.001043809
127.38417,-3.948383,0.00104382
160.44794,-1.8722686,0.001043821
120.64044,7.176204,0.001043832
141.20557,29.901336,0.001043835
139.41332,22.803891,0.001043858
165.3523,11.730013,0.0010439
187.10568,-1.8486861,0.001043942
137.15028,32.971324,0.001043974
140.97585,13.967843,0.001044009
124.94678,1.3892028,0.001044016
37.958419,-2.7950687,0.001044045
246.98352,51.428208,0.001044046
161.32677,0.124709,0.001044085
180.79693,4.9054576,0.001044106
316.28562,0.11985096,0.001044121
131.12564,15.411022,0.001044142
141.85251,22.00801,0.001044142
171.67129,59.339816,0.001044162
131.68255,2.5410008,0.00104417
124.44969,10.780741,0.001044207
154.27606,19.261653,0.001044239
170.62482,-11.334847,0.001044247
358.26115,17.258481,0.001044257
200.28799,16.306098,0.001044285
9.39009349999998,14.106017,0.001044299
124.08775,1.5631983,0.001044303
142.40676,8.6527757,0.001044336
29.853735,-0.22441423,0.001044385
214.95067,56.732262,0.001044401
20.360671,38.399913,0.001044444
196.93508,56.957021,0.001044482
184.5075,7.9317411,0.001044529
26.949603,-1.6022183,0.001044529
200.46854,1.7134486,0.001044641
191.33001,48.005104,0.001044649
326.12631,0.060666726,0.001044668
142.89994,15.880888,0.001044698
156.34945,9.158408,0.001044701
145.24466,2.0775461,0.001044731
49.876062,5.099139,0.001044863
168.45781,-1.1293559,0.001044887
200.67234,-3.1878844,0.001044889
132.31142,18.015243,0.001044897
156.15908,16.632192,0.00104501
177.37862,61.26013,0.00104507
190.46446,-2.3992341,0.001045076
25.362292,8.0855578,0.001045098
117.62195,18.297103,0.001045143
121.44604,6.6898618,0.001045211
149.0709,4.2501773,0.001045261
125.49933,18.974269,0.001045267
151.28492,-2.3230567,0.001045284
217.01178,36.083671,0.001045316
181.74832,0.210329,0.001045358
72.1806,25.7492,0.001045362
250.7347,40.513051,0.001045398
38.798466,27.420752,0.001045432
141.98553,7.41374,0.001045448
223.86001,15.321131,0.001045583
193.53198,-2.1863765,0.001045728
141.23117,15.019516,0.001045828
146.48911,7.8606605,0.001045846
75.962227,-4.454875,0.00104586
152.01083,28.293782,0.00104589
123.5058,25.815279,0.00104589
157.29956,18.209116,0.001045908
166.80933,5.2957179,0.001045916
340.75052,20.53305,0.001045969
183.98089,36.333587,0.001046087
130.71154,40.010377,0.001046087
211.38012,54.463778,0.001046109
159.09912,-2.16134,0.00104617
323.12601,-2.4319951,0.001046228
55.432552,0.32951551,0.001046262
165.57132,0.6173632,0.001046292
152.08558,-0.67304246,0.001046328
134.55209,14.229224,0.001046368
190.2637,10.140914,0.001046392
245.90467,8.5068171,0.001046394
161.77871,-1.0689584,0.001046412
119.81422,10.065528,0.001046441
157.73409,3.9166921,0.001046491
146.47626,21.587502,0.001046505
146.51659,16.22291,0.001046527
41.346055,0.78551048,0.001046528
178.80842,16.493094,0.00104654
309.93726,-4.90699,0.001046628
126.17512,11.962946,0.001046653
121.8688,5.93176,0.001046694
176.58833,63.007917,0.001046708
140.52382,24.574427,0.001046745
151.74622,24.901367,0.001046763
146.36713,50.660635,0.001046795
127.71143,0.98742525,0.001046859
122.71841,-0.781408,0.001046866
117.80988,27.062611,0.001046961
191.41976,54.857684,0.001046964
155.73758,7.2228985,0.001047036
134.74164,9.1087404,0.001047037
167.14607,-16.038644,0.001047045
126.1433,41.580063,0.001047069
217.48274,6.7147058,0.001047133
164.0418,7.7722972,0.001047151
173.61733,-7.388725,0.001047168
173.05829,-6.474246,0.001047214
120.00037,28.648242,0.001047254
236.25534,22.614582,0.001047265
184.75553,0.77562525,0.001047374
205.90965,29.203177,0.001047446
183.50946,0.4618912,0.001047494
126.51191,41.56559,0.001047504
130.79224,24.234182,0.001047551
41.878947,-0.409969,0.001047555
123.44023,10.810925,0.001047559
168.4402,0.61375763,0.001047585
163.25561,-2.0977421,0.001047586
139.65235,3.9914869,0.001047648
187.16144,35.717482,0.001047743
340.757,30.773123,0.001047772
181.66483,13.641582,0.001047831
185.54686,11.213584,0.001047846
120.38482,11.26979,0.00104785
155.14745,4.3229038,0.001047929
163.25192,33.232659,0.001047941
147.57557,16.836999,0.001047952
172.87272,0.830593,0.001048022
162.3875,26.372933,0.001048024
117.53585,18.904084,0.00104804
131.21168,8.8310626,0.001048229
159.53111,9.8888833,0.001048292
140.08342,36.94844,0.00104832
52.274113,0.726647,0.001048325
233.52357,15.442454,0.001048328
136.25518,0.47928217,0.001048357
115.62871,22.688488,0.001048408
152.36894,4.2534702,0.001048436
181.54358,3.5472026,0.001048457
132.81038,13.549983,0.001048602
150.2639,13.640158,0.00104867
335.07501,12.429322,0.001048682
182.02055,14.907818,0.00104873
240.84258,22.614552,0.001048774
166.39665,2.4137955,0.001048844
142.18835,46.753609,0.001049039
188.92659,15.825634,0.001049099
127.48669,21.264889,0.001049176
150.73292,15.833016,0.001049308
167.62317,10.112545,0.001049325
218.02538,16.1326,0.001049335
242.26284,20.716486,0.001049406
179.7594,4.0946097,0.001049415
172.56838,0.179081,0.001049419
190.13288,29.893156,0.001049422
154.18208,-1.2019208,0.00104945
164.4743,4.1539984,0.001049476
41.257811,1.0501367,0.001049494
145.13427,7.5776945,0.001049504
56.116976,10.001183,0.001049538
120.97461,23.305239,0.001049666
197.23374,-1.167589,0.001049675
127.1854,3.4430016,0.001049706
17.273683,30.342363,0.001049708
151.24212,25.705565,0.001049784
185.56704,18.791125,0.001049835
150.49905,2.7837663,0.001049867
164.20935,4.752301,0.00104997
151.94674,32.345007,0.001049986
156.25577,13.861654,0.001050006
169.08128,-12.597817,0.001050015
140.80561,5.1669364,0.001050078
211.38883,54.461164,0.001050083
192.50636,40.920601,0.001050086
138.17026,29.533017,0.001050211
136.09515,36.850366,0.001050216
128.15433,25.665837,0.001050231
155.88326,8.857492,0.001050291
165.04028,-2.2325354,0.001050299
195.30892,35.27173,0.001050327
3.7389951,0.62920302,0.001050383
243.36961,46.693846,0.001050451
118.43832,28.419748,0.001050465
144.48468,13.495032,0.001050486
153.0712,-1.414067,0.001050534
184.29771,4.6235223,0.001050555
150.58387,-1.883411,0.001050642
150.00824,12.405704,0.001050673
141.51567,6.15223,0.001050683
167.88995,10.407401,0.001050689
231.7608,27.870451,0.001050779
133.72938,1.6839042,0.001050802
171.55506,6.433688,0.001050823
156.92181,-0.70499763,0.001050828
137.67232,3.3098305,0.00105089
128.44788,-4.697752,0.001050909
198.24845,18.2503,0.001050919
162.55787,-2.9487993,0.001050988
138.49277,-1.4976916,0.001050996
187.84397,0.23549829,0.00105107
132.55177,5.80204,0.001051095
184.51548,0.24691183,0.001051104
177.16126,1.310266,0.00105111
215.55857,26.747257,0.001051123
135.69789,36.514997,0.00105116
28.268037,23.333045,0.00105116
112.6186,39.980882,0.001051212
141.16095,1.2283881,0.001051244
136.2807,15.843679,0.00105128
159.66389,1.2183715,0.001051303
192.42305,-7.6316,0.001051308
239.84575,18.79614,0.00105139
150.09749,-0.545343,0.001051422
167.25014,17.712479,0.001051425
113.84692,36.047826,0.001051488
147.68248,10.178661,0.001051596
127.55147,34.523322,0.001051606
150.64114,0.599275,0.00105166
117.33076,27.934561,0.00105166
142.81591,14.974158,0.001051667
127.18656,11.130707,0.001051685
161.54465,7.5581848,0.001051747
352.10436,10.584075,0.001051799
138.05305,17.632735,0.001051854
152.94386,26.795055,0.001051897
141.47365,22.525209,0.001051941
155.9666,11.373346,0.001052094
168.17805,0.52179047,0.001052102
155.70726,33.563419,0.001052133
146.12957,55.105946,0.001052172
187.71507,-0.74365262,0.00105219
138.7032,2.9993699,0.001052294
166.701,3.1193099,0.001052377
247.10358,39.842458,0.001052408
193.12065,33.465673,0.001052413
219.46073,6.9773731,0.001052444
179.72124,6.1261072,0.001052447
173.89394,-1.1539087,0.001052491
245.97934,36.420572,0.001052549
120.04897,15.082519,0.001052661
140.56289,7.747706,0.001052744
131.67001,3.9850136,0.001052905
223.77358,12.543592,0.001052923
204.31167,-2.5726619,0.001053083
191.29603,-6.818445,0.001053098
116.21815,20.244037,0.001053139
154.0814,17.573779,0.001053141
143.81026,16.582591,0.001053141
202.50482,64.589982,0.001053256
180.34015,5.2495909,0.001053305
162.54933,-0.046224046,0.001053308
114.40392,26.922199,0.00105336
198.6072,5.9816904,0.001053363
152.77272,3.5307181,0.001053389
210.29391,0.58935022,0.001053445
154.19308,10.312799,0.001053453
216.58577,33.168529,0.001053467
112.85648,33.423668,0.00105357
121.45953,26.638139,0.001053594
157.48199,18.324836,0.001053596
152.31041,14.258104,0.001053643
168.68453,5.2253354,0.001054077
158.55131,41.489943,0.001054123
137.08884,0.97596537,0.001054135
134.09565,-0.79304419,0.001054245
176.99789,-1.9035931,0.001054276
170.76432,1.9890918,0.001054426
173.74171,-1.3624893,0.001054441
187.7802,30.682829,0.001054458
171.91218,-7.465266,0.001054511
356.80269,32.69425,0.001054567
167.91044,10.107569,0.00105462
175.42148,12.321499,0.001054627
149.34274,6.4009561,0.001054649
178.41551,20.018925,0.001054652
133.0829,18.113036,0.001054655
203.14986,63.892904,0.001054738
115.29874,26.74043,0.001054745
190.33694,3.4800652,0.001054784
157.00428,-2.129754,0.001054856
127.8406,23.393058,0.001054904
176.82819,11.418992,0.001054912
125.54312,25.442611,0.00105493
153.80385,0.20185897,0.001054973
109.58689,-0.69628072,0.001054975
190.9053,10.080451,0.00105502
22.867579,17.2248,0.001055037
160.61503,-1.6733368,0.001055134
142.96267,10.08752,0.001055176
21.186002,18.628652,0.001055229
196.53417,37.533725,0.001055238
117.69539,23.333091,0.001055257
148.54799,33.763861,0.001055312
152.79372,35.938633,0.00105536
132.35727,6.486491,0.001055413
190.04692,9.8475455,0.001055427
26.908185,32.217412,0.00105543
251.71799,36.056206,0.001055457
183.43447,19.432054,0.001055476
195.87439,2.2433177,0.00105548
192.1568,-3.03561,0.001055538
185.18595,-2.8559736,0.001055836
171.6035,-1.0654098,0.001055939
194.75575,10.968017,0.001055941
191.42727,10.991486,0.001055942
155.94656,5.6132438,0.001055946
14.664078,34.363923,0.00105595
165.66901,2.7212446,0.001055986
159.62117,23.256292,0.001056013
128.34471,-4.533242,0.001056015
141.25051,21.266567,0.00105611
160.34315,12.039609,0.001056163
122.20942,-7.15006,0.001056176
138.01471,29.177167,0.001056179
161.90223,8.4270569,0.00105631
132.65301,4.984593,0.001056331
143.29766,6.578398,0.001056347
254.81865,34.230694,0.001056366
153.13221,15.16518,0.001056408
192.71541,0.08857444,0.001056441
113.95668,18.884598,0.001056458
179.57562,3.9532489,0.001056557
22.086369,0.93596338,0.001056561
213.09403,4.4965431,0.001056625
124.97228,26.056468,0.00105664
169.59663,-12.042552,0.001056656
135.91946,10.262033,0.001056704
136.93186,12.362459,0.001056729
260.08437,38.0374,0.001056768
132.7708,3.855825,0.001056837
178.8743,-0.37738306,0.001056964
138.66206,22.730669,0.001057012
147.36799,4.871371,0.001057018
138.81686,0.14637171,0.001057038
227.01101,58.111099,0.001057095
351.37668,14.00504,0.001057178
136.45607,13.752185,0.001057202
128.3258,-4.241883,0.001057205
132.04081,1.1260072,0.001057232
153.53274,8.7409168,0.001057301
132.72445,17.08018,0.001057426
156.44484,6.7422646,0.001057452
192.78205,0.8654216,0.001057465
165.94077,2.1895311,0.001057475
337.26192,-0.76831577,0.001057485
166.9709,54.49507,0.00105759
133.53228,3.503597,0.001057625
172.81404,23.094977,0.001057628
47.084123,-0.85703044,0.001057707
32.006445,25.238703,0.001057844
149.93288,2.8475919,0.001057883
171.3638,-1.9746009,0.001057899
119.10715,30.203997,0.001057917
121.6374,25.015098,0.001057919
138.76043,21.690707,0.00105797
134.19838,3.848284,0.001057995
137.7008,1.7776513,0.001058038
156.26049,9.6894339,0.001058073
161.56558,0.934577,0.001058191
122.81295,16.928387,0.001058239
41.783788,1.145932,0.001058262
1.7129092,-0.015306647,0.001058274
161.80446,15.304228,0.00105837
130.55906,6.4142337,0.001058442
160.84454,36.115701,0.001058488
133.26443,-0.65077355,0.001058494
154.53659,-2.3549114,0.0010585
117.6346,17.155661,0.001058514
191.9882,10.542196,0.001058528
181.87164,19.057364,0.001058536
143.92669,11.628523,0.001058542
118.6045,25.141782,0.001058572
133.12166,11.962425,0.001058572
128.43699,-4.035397,0.001058611
173.58061,5.2232399,0.001058614
322.60159,-2.7172947,0.001058648
131.67022,18.17852,0.001058722
122.66901,46.023623,0.001058793
158.65434,25.829243,0.001058825
189.32175,-0.13855227,0.001058867
129.7351,14.443371,0.001058909
158.78618,13.104152,0.001058986
125.41567,29.982109,0.001058987
158.99252,29.877172,0.00105908
87.170744,-0.84834701,0.001059114
141.15314,-1.5589584,0.001059139
147.49892,-2.8498727,0.001059281
198.16258,-3.157286,0.001059391
162.01205,0.341806,0.001059456
127.15507,13.445314,0.001059535
132.61368,25.840112,0.001059609
27.515747,14.513142,0.001059667
160.61904,28.511573,0.001059798
172.10561,-1.342585,0.001059799
155.26386,-0.1880085,0.001059828
169.47018,-11.658209,0.00105985
155.07734,-0.40373537,0.001059861
130.56976,23.448553,0.001059862
148.65885,16.218883,0.001059887
156.98077,-1.092239,0.001059894
199.23519,40.513259,0.001059898
141.78781,8.365306,0.001059927
154.85489,7.9623239,0.001060047
126.5521,26.125776,0.001060077
35.836047,0.53887675,0.001060109
139.47929,18.811613,0.001060153
128.00161,41.160545,0.001060208
312.602,-0.9778,0.001060251
154.03527,-1.3466455,0.001060258
171.16809,-0.67639291,0.001060273
132.26439,11.9571,0.001060356
342.73767,28.27784,0.001060377
131.78137,5.233251,0.001060407
149.36003,12.664103,0.001060468
127.42434,-3.765812,0.001060521
130.67731,4.5896745,0.001060523
168.84241,18.278815,0.001060582
124.71468,6.5995678,0.001060622
143.87975,0.40608864,0.001060635
1.04482039999999,35.922841,0.001060679
167.08503,10.559054,0.001060764
139.04399,5.3182059,0.001060781
194.03345,6.8887639,0.001060797
163.08937,0.85806642,0.001060861
182.47338,46.458808,0.001060939
116.1465,19.58452,0.001060995
158.4359,0.56482449,0.001061064
56.368677,1.1820466,0.001061071
188.60835,-0.761218,0.001061285
195.57537,0.33126599,0.001061338
161.55545,1.2410928,0.001061356
151.3678,0.37708,0.001061438
129.77357,6.7380776,0.001061483
130.4611,26.546574,0.001061519
240.1912,50.638686,0.001061562
1.74860619999998,35.297242,0.001061598
120.87976,-0.42556748,0.001061621
123.66193,-6.309995,0.00106163
142.84136,5.9931619,0.001061741
155.31132,8.7219792,0.001061747
129.29157,6.3525873,0.001061766
116.98448,35.396747,0.001061863
164.50001,22.823205,0.001061913
163.38102,13.315654,0.001061964
156.84307,-1.3251547,0.001061994
167.65253,-16.990521,0.00106204
123.33259,1.257755,0.001062046
156.1526,-2.0224975,0.001062134
70.240639,-5.542657,0.001062216
156.31307,-1.2184478,0.001062225
161.52388,-2.2891928,0.001062273
169.87561,8.4420954,0.001062288
159.02318,-0.59639522,0.001062313
241.68284,0.29537463,0.001062372
151.27718,16.344375,0.001062381
153.15346,13.888783,0.001062407
122.15672,7.329511,0.001062427
151.10954,5.6950415,0.001062556
17.553464,30.020921,0.001062577
147.08965,1.2354877,0.001062629
163.75158,-0.13615648,0.001062651
123.35446,13.746976,0.001062676
115.78248,48.429758,0.001062682
178.43577,-1.1287077,0.001062741
136.56706,3.3386238,0.001062763
